24,25,32,33,36,37,90,91,y
5,2,22,11,149,78,5,2,0
5,2,22,13,151,90,5,2,0
5,2,22,11,147,75,5,2,0
5,2,22,12,151,89,5,2,0
5,2,21,12,140,79,5,2,0
5,2,22,13,152,91,5,2,0
5,2,22,10,151,75,5,2,0
5,2,22,11,151,82,5,2,0
5,2,21,11,143,75,5,2,0
5,2,22,12,151,88,5,2,0
5,2,22,12,148,84,5,2,0
5,2,22,10,151,71,5,2,0
5,2,18,7,123,49,4,0,0
5,2,22,13,152,91,5,2,0
5,2,22,8,152,61,5,2,0
5,2,22,10,152,71,5,2,0
5,2,22,13,152,91,5,2,0
5,2,21,10,144,69,5,2,0
5,2,21,11,140,77,5,2,0
5,2,22,12,152,90,5,2,0
5,2,21,11,144,80,5,2,0
5,2,22,12,150,87,5,2,0
5,2,22,13,151,90,5,2,0
5,2,22,12,152,90,5,2,0
5,2,22,12,150,87,5,2,0
5,2,22,13,148,87,5,2,0
5,2,22,12,152,90,5,2,0
5,2,22,13,151,90,5,2,0
5,2,22,13,152,91,5,2,0
5,2,22,13,152,91,5,2,0
5,2,20,10,137,75,5,2,0
5,2,22,13,148,87,5,2,0
5,2,22,13,152,91,5,2,0
5,2,22,12,149,81,5,2,0
5,2,22,12,148,83,5,2,0
5,2,22,13,152,91,5,2,0
5,2,22,13,147,86,5,2,0
5,2,22,13,151,90,5,2,0
5,2,22,13,150,89,5,2,0
5,2,22,13,147,86,5,2,0
5,2,21,11,142,80,5,2,0
5,2,20,9,133,59,5,2,0
5,2,22,12,152,89,5,2,0
5,2,21,10,145,76,5,2,0
5,2,21,11,143,81,5,2,0
5,2,20,10,137,69,5,2,0
5,2,22,13,152,91,5,2,0
5,2,22,13,146,85,3,0,0
5,2,22,13,152,91,5,2,0
5,2,21,10,144,75,5,2,0
5,2,21,11,142,75,5,2,0
5,2,22,13,150,89,5,2,0
5,2,22,13,150,89,5,2,0
5,2,22,13,150,89,5,2,0
5,2,22,12,152,87,5,2,0
5,2,22,12,152,90,5,2,0
5,2,22,13,152,91,5,2,0
5,2,21,11,141,79,4,1,0
5,2,22,13,149,88,5,2,0
5,2,22,12,151,89,5,2,0
5,1,22,8,150,54,5,1,0
5,2,22,13,149,88,5,2,0
5,2,19,7,130,50,5,2,0
5,2,20,10,133,65,5,2,0
5,2,22,12,152,90,5,2,0
5,2,22,13,152,91,5,2,0
5,2,22,10,152,76,5,2,0
5,2,22,12,150,83,5,2,0
5,2,21,11,145,78,5,2,0
5,2,22,13,151,90,4,1,0
5,2,22,12,152,90,5,2,0
5,2,22,13,146,85,5,2,0
5,2,21,11,143,76,5,2,0
5,2,19,9,127,65,5,2,0
5,2,22,12,152,90,5,2,0
5,2,20,9,136,66,5,2,0
5,2,22,13,149,88,5,2,0
5,2,22,11,150,75,5,2,0
5,2,22,12,149,86,5,2,0
5,2,21,10,141,66,5,2,0
5,2,22,12,151,86,5,1,0
5,2,22,12,152,88,5,2,0
5,2,22,13,149,88,5,2,0
5,2,22,13,146,85,5,2,0
5,2,22,12,152,88,5,2,0
5,2,22,10,150,68,5,2,0
5,2,19,7,130,52,5,2,0
5,2,22,13,152,91,5,2,0
5,2,22,13,152,91,5,2,0
5,2,22,12,146,82,5,2,0
5,2,22,13,152,91,5,2,0
5,2,22,13,151,90,5,2,0
4,1,17,7,112,47,4,1,0
5,2,21,11,145,81,5,2,0
5,2,22,13,150,89,5,2,0
5,2,20,10,136,73,5,1,0
5,2,22,12,151,83,5,2,0
5,2,22,12,147,85,5,2,0
5,2,22,12,152,89,5,2,0
5,2,22,13,152,91,5,2,0
5,2,22,12,152,85,5,1,0
5,2,22,12,151,89,5,2,0
4,1,18,7,121,51,4,1,0
5,2,22,13,147,86,5,2,0
5,2,22,13,152,91,5,2,0
5,2,21,11,143,80,5,2,0
5,2,22,12,152,84,5,2,0
5,2,22,12,146,79,5,2,0
5,2,22,13,150,89,5,2,0
5,2,21,10,144,69,5,2,0
5,2,22,12,151,89,5,2,0
5,2,21,11,144,82,5,2,0
5,2,22,13,150,89,5,2,0
5,2,22,11,152,82,5,2,0
5,2,22,11,150,77,5,2,0
5,2,22,12,150,85,5,2,0
5,2,22,12,152,88,5,2,0
5,2,22,13,146,85,5,2,0
5,2,22,12,151,89,5,2,0
5,2,22,13,152,91,5,2,0
5,2,22,10,152,71,5,2,0
5,2,22,12,151,87,5,2,0
5,2,21,12,139,78,5,2,0
5,2,22,12,147,82,5,2,0
5,2,22,13,148,87,5,2,0
5,2,21,11,141,75,4,1,0
5,2,22,12,151,88,5,2,0
5,2,22,12,152,90,5,2,0
5,2,22,13,152,91,5,2,0
5,2,22,13,152,91,5,2,0
5,2,22,13,151,90,5,2,0
5,2,22,12,151,89,5,2,0
5,2,20,9,136,61,5,2,0
5,2,22,13,150,89,5,2,0
5,2,22,12,149,84,5,2,0
5,2,22,10,152,74,5,2,0
5,2,22,12,152,85,5,1,0
5,2,22,13,150,89,5,2,0
5,2,22,13,151,90,5,2,0
5,2,22,12,152,90,5,2,0
5,2,22,13,150,89,5,2,0
5,2,22,13,151,90,5,2,0
5,2,21,10,140,69,5,2,0
