Z@0,Z@1,Z@2,Z@3,Z@4,Z@5,Z@6,Z@7,Z@8,Z@9,Z@10,Z@11,Z@12,Z@13,Z@14,Z@15,Z@16,Z@17,Z@18,Z@19,Z@20,Z@21,Z@22,Z@23,Z@24,Z@25,Z@26,Z@27,Z@28,Z@29,Z@30,Z@31,Z@32,Z@33,Z@34,Z@35,Z@36,Z@37,Z@38,Z@39,Z@40,Z@41,Z@42,Z@43,Z@44,Z@45,Z@46,Z@48,Z@49,Z@50,Z@52,Z@53,Z@54,Z@55,Z@56,Z@57,Z@58,Z@59,Z@60,Z@61,Z@62,Z@63,Z@64,Z@65,Z@66,Z@67,Z@68,Z@69,Z@70,Z@71,Z@72,Z@73,Z@74,Z@75,Z@76,Z@77,Z@78,Z@79,Z@80,Z@81,Z@82,Z@83,Z@84,Z@85,Z@86,Z@87,Z@88,Z@89,Z@90,Z@91,Z@92,Z@93,Z@94,Z@95,Z@96,Z@97,Z@98,Z@99,Z@100,Z@101,Z@102,Z@103,Z@104,Z@105,Z@106,Z@107,Z@108,Z@109,Z@110,Z@111,Z@112,Z@114,Z@115,Z@116,Z@118,Z@119,Z@120,Z@121,Z@122,Z@123,Z@124,Z@125,Z@126,Z@127,Z@128,Z@129,Z@130,Z@131,Z@132,Z@133,Z@134,Z@135,Z@136,Z@137,y
0.874501379,1.431534474,-0.635633858,-1.123485714,-1.333678485,-0.308580216,-0.285080292,-0.242549525,0.111538754,-0.251283397,-0.246286741,-0.168541569,-0.105428204,-0.193607169,-0.046024396,-0.197722362,-0.218611577,1.616842859,0.750606306,0.720878353,0.893767479,0.515609888,0.157305054,-0.277220278,0.351798063,0.449347877,0.533489887,-0.461330632,0.512321468,0.613318573,0.277994475,-0.667915338,0.517657198,0.791290143,0.294925629,-0.535011687,0.603358851,0.76471933,0.373179598,-0.27801839,0.249843162,0.335372315,0.144156216,-0.057855746,0.30165984,0.308195771,0.059384456,0.791955441,0.791955441,0.432426939,0.760203804,0.760203804,0.973813475,-0.832282525,0.210928682,0.700873102,-0.587511955,-0.487764186,0.477184282,0.586666499,0.951895187,-0.911049122,0.197990101,0.748409375,-0.091511342,-0.057409864,-0.318613122,0.074875455,-0.253585322,-0.348184977,-0.255829655,-0.226006715,-0.184797487,-0.218427816,-0.223891201,-0.061695968,-0.189878397,-0.230435418,-0.198259769,-0.219094965,-0.222176198,-0.4822266,0.563755179,-0.814546421,1.440134264,0.981802598,0.210515621,-0.296737927,0.389274239,0.495077981,0.135921172,-0.635673279,0.529214121,0.754397248,0.234937776,-0.40288651,0.635179572,0.727892718,0.243600618,-0.365429604,0.695437322,0.747738483,0.14673218,0.617891863,0.350138319,-0.239041117,-0.920599058,-0.0869659,0.429896483,0.442092188,-0.071212089,1.172959814,1.172959814,-0.103197191,1.139447025,1.139447025,0.382020241,0.347685968,0.927257425,0.194862972,-0.792372261,-0.618395616,0.683746843,0.818188367,0.353013694,0.363369299,0.871745552,0.153358312,1.000757419,-0.880488475,-1.671427933,1.690746506,1.304939204,-1.006120799,0
-0.430776749,-0.694636417,0.000176909,0.574856097,1.023749512,0.097782997,1.016284996,0.321339791,0.11180022,0.656239325,0.30951546,-0.201684933,0.019892167,0.033003264,0.0039206,0.179180631,0.039285436,-0.246494605,0.339813088,-0.701876617,1.128956511,0.515609888,-1.818100815,-0.277220278,0.351798063,0.449347877,0.79838548,-0.238118153,-0.494834946,-0.184895061,-1.552693034,-0.23864357,0.517657198,0.518807938,-1.481360423,-0.471739822,0.337458357,0.53300183,1.38223468,-0.27801839,0.249843162,0.335372315,1.907683364,-0.057855746,0.30165984,0.308195771,-0.571585167,-1.2616433,-1.2616433,-0.699460851,-1.314338695,-1.314338695,-0.887879136,-0.261383891,-1.102897459,-0.330633011,0.061573912,0.836072459,-0.020133482,-0.505163342,-0.883405443,-0.303228609,-0.951370647,-0.224224286,-0.170396455,-0.119399064,-0.318613122,-0.822132491,-0.930189365,0.166670325,0.464436256,0.136964419,-0.183373829,0.27836161,0.139992399,-0.04774596,0.164830643,0.244060585,0.08799433,0.2860392,0.24197463,-1.500882494,-2.181996755,-0.814546421,-0.934160795,-1.318582171,-1.408609338,-0.296737927,0.389274239,0.495077981,0.458769716,-0.635673279,0.702390444,0.865726134,-1.233450328,-0.822224511,0.635179572,0.996950255,-1.175703649,-0.669784906,0.746634637,0.976792147,1.019011295,-0.424691872,0.350138319,0.497131783,0.692606987,-0.0869659,0.429896483,0.442092188,0.632027049,1.172959814,1.172959814,0.60878654,1.139447025,1.139447025,-0.585815506,0.561949235,-0.367822022,-0.590092779,-0.248181941,-0.618395616,0.683746843,0.818188367,-0.594846401,0.571445427,-0.23354694,-0.530366316,0.427254722,-0.02499359,-0.268798316,0.372151823,1.304939204,-0.732471779,0
-0.521842665,-0.446583147,-0.847570781,-1.123485714,-1.333678485,-0.05818102,-0.071005418,-0.171709159,0.133104328,-0.188834836,-0.177853959,-0.244687623,-0.108428256,-0.168538768,-0.048415365,-0.171860714,-0.186008524,-1.676922139,-2.12494622,-0.701876617,-1.224075368,-1.827123281,0.463841966,-0.277220278,0.351798063,0.449347877,-0.3164219,-0.461330632,0.109458902,0.347247361,0.344595298,-0.23864357,0.517657198,0.518807938,0.346426184,-0.471739822,0.496998653,0.64886058,0.062294976,-0.27801839,0.249843162,0.335372315,0.388856157,-0.057855746,0.30165984,0.308195771,-0.15647358,0.791955441,0.791955441,-0.699460851,-1.314338695,-1.314338695,-0.287302621,-0.261383891,-2.854665647,-1.155837903,3.534272188,4.278047736,0.2285254,-2.376871641,-0.1708797,-0.238270691,-2.696962283,-1.083216901,-0.130953899,-0.088404464,-0.143842738,0.9718834,0.423018722,-0.197711634,-0.143954688,-0.1941679,-0.179910251,-0.186896975,-0.192041839,-0.059501878,-0.15618611,-0.195249835,-0.238570365,-0.183604732,-0.18439727,-1.216424911,-0.809120788,-0.814546421,-0.861358475,-0.168389787,0.171481129,-0.296737927,0.389274239,0.495077981,-0.902904411,-0.635673279,0.009685153,0.420410587,-0.102795611,-0.40288651,0.635179572,0.727892718,-0.11807537,-0.608913846,0.490648061,0.747738483,-0.263361572,-0.424691872,0.350138319,0.497131783,-0.178636698,-0.0869659,0.429896483,0.442092188,0.11296959,1.172959814,1.172959814,-0.494788251,-0.876886115,-0.876886115,-0.305445877,0.776212501,-1.662901468,-1.375048529,1.656089305,-0.618395616,0.683746843,0.818188367,-0.244859028,0.850055835,-1.811003216,-1.49274098,-1.00650202,-1.450818398,0.783173896,-1.032438166,1.304939204,1.639153061,0
-0.218289612,-0.552891691,0.424050754,-0.274314808,-0.154964486,-0.024953483,0.068195278,-0.078199875,0.111500722,-0.046129294,-0.084286757,-0.231490359,-0.092519277,-0.149489755,-0.048414467,-0.138286712,-0.16216949,0.898982896,0.339813088,-0.701876617,1.172200226,0.515609888,-1.479235598,-0.277220278,0.351798063,0.449347877,-0.042049505,-0.461330632,0.310890185,0.480282967,-1.442079781,-0.667915338,-0.634330399,-0.026156472,-1.390124011,-0.535011687,-0.832503817,-0.278009422,0.985058254,-0.27801839,0.249843162,0.335372315,0.85943296,-0.057855746,0.30165984,0.308195771,0.035116386,0.791955441,0.791955441,-0.019239831,0.760203804,0.760203804,1.558806284,1.73676133,0.210928682,-1.155837903,0.925336343,-0.487764186,0.477184282,0.586666499,1.584761988,1.807903706,0.090237531,-1.260363238,0.007095051,-0.088404464,1.254320342,0.9718834,0.423018722,0.004691473,0.001319481,-0.085596319,-0.157294283,-0.076891423,-0.083521125,-0.054755804,-0.097409876,-0.120328755,-0.234356781,-0.119295809,-0.108871525,-1.09957304,-0.351495465,0.104888201,-0.816798965,-0.360088517,-1.91863854,-0.296737927,0.389274239,0.495077981,0.29536882,-0.635673279,0.529214121,0.754397248,-1.76577364,-0.822224511,-0.457086161,0.189777645,-1.698733407,-0.669784906,-0.635692876,-0.05394934,1.187883442,-0.424691872,0.350138319,0.497131783,1.738099408,-0.0869659,0.429896483,0.442092188,0.683932791,1.172959814,1.172959814,0.083274739,1.139447025,1.139447025,1.633637496,0.990475768,0.603487564,-0.433101629,1.672920951,1.037848399,0.534543069,-0.26402445,1.694690472,0.95938397,0.630298163,-0.398781576,-1.00650202,-0.595323513,-0.502569919,0.343486721,-0.76567956,-0.732471779,0
-0.339710833,-0.65034119,-0.423696936,0.574856097,0.434392513,-0.309677917,-0.259026749,-0.239149188,0.111505909,-0.239139502,-0.242932946,-0.251940171,-0.11210124,-0.201178065,-0.048419275,-0.197536233,-0.226854004,-1.301566707,-0.892566566,-0.701876617,-0.405599712,-0.655756697,0.191310476,-0.277220278,0.351798063,0.449347877,-2.12199395,-0.461330632,-1.300560077,-0.584001879,-0.412232235,-0.23864357,-0.634330399,-0.298638677,-0.396479829,-0.092108626,-0.619783422,-0.393868172,0.300401747,1.033265196,0.249843162,-0.543787495,0.304476866,-0.057855746,0.30165984,0.308195771,0.480030877,0.791955441,0.791955441,-0.699460851,-1.314338695,-1.314338695,-0.768079095,-0.261383891,0.210928682,0.288270657,-1.033929661,0.306537801,-2.009404539,-1.441017491,-0.79977769,-0.280029353,0.004035475,0.20360083,-0.190117734,-0.131796904,-0.668153892,-0.822132491,-0.930189365,-0.348163,-0.227895178,-0.231969485,0.208176622,-0.230605622,-0.235603662,-0.06296799,-0.190191155,-0.234476902,-0.167513351,-0.221555073,-0.227941735,-1.476095734,-1.953184093,-0.814546421,-0.688271223,-1.12688344,0.391493725,-0.296737927,0.389274239,0.495077981,-2.015586699,-0.123084146,-2.934312331,-1.806167148,-0.313595644,-0.40288651,-0.457086161,-0.079279892,-0.268773703,-0.243687484,-0.430903614,-0.168476171,0.781534838,-0.424691872,0.350138319,0.497131783,0.779731355,-0.0869659,0.429896483,0.442092188,-0.457993624,-0.851832487,-0.851832487,-0.494788251,-0.876886115,-0.876886115,-0.4347181,-1.152156897,0.603487564,1.136809873,-1.886972221,-0.618395616,0.683746843,0.818188367,-0.503691324,-1.188384875,0.469333237,1.095092233,1.000757419,-1.450818398,1.016945499,-0.803117352,1.304939204,-0.732471779,0
-0.370066139,-0.508596464,-0.423696936,0.574856097,0.434392513,-0.195969122,-0.159855223,-0.19152576,0.111538754,-0.192977745,-0.195993213,-0.227178547,-0.092400362,-0.163965051,-0.048079671,-0.153975192,-0.180457349,2.034684153,0.339813088,-0.701876617,1.112389349,0.515609888,0.186324343,-0.277220278,0.351798063,0.449347877,-1.136712237,-0.461330632,-1.300560077,-0.584001879,-0.092327383,-0.23864357,0.133661332,0.246325733,-0.135185384,-0.281924224,0.071557863,0.224045162,-0.901987351,-0.27801839,0.249843162,0.335372315,-0.522984549,-0.057855746,0.30165984,0.308195771,0.446107773,0.791955441,0.791955441,-0.699460851,-1.314338695,-1.314338695,-0.371966062,-0.832282525,0.648870729,0.907174325,-0.524461603,-0.487764186,0.2285254,0.430690808,-0.388094065,-0.887849865,0.758303466,0.992403387,-0.209839012,0.047971776,-0.842924277,-1.719140436,-1.606793409,-0.193025143,-0.224104622,-0.213081367,-0.184447378,-0.207889481,-0.210937728,-0.052964668,-0.162106382,-0.196640865,-0.227191756,-0.194296578,-0.18642517,0.523369604,-0.732849901,2.045916847,-1.699278224,-1.893678363,-0.009606163,-0.296737927,0.389274239,0.495077981,0.036127016,-0.635673279,0.702390444,0.865726134,0.017198256,-0.822224511,0.635179572,0.996950255,0.002328731,-0.669784906,0.746634637,0.976792147,-0.258003129,-0.424691872,0.350138319,0.497131783,-0.104916078,-0.0869659,0.429896483,0.442092188,0.095401484,1.172959814,1.172959814,0.252246997,1.139447025,1.139447025,3.221839118,3.347371699,0.603487564,-2.16000428,-0.921742048,3.025341218,-2.747939953,-3.609045885,3.187882697,3.294068659,0.630298163,-2.106803099,1.000757419,1.400831218,0.432516492,0.133275974,-0.76567956,-0.550039099,0
-0.370066139,-0.40228792,-0.635633858,1.424027003,0.434392513,-0.297738906,-0.268573601,-0.174542773,0.111538754,-0.203905049,-0.179253282,-0.244316749,-0.108880219,-0.198400052,-0.04832522,-0.197174288,-0.223425773,0.034588777,1.024468451,0.720878353,0.167925793,0.775913573,1.870013646,-0.277220278,0.351798063,0.449347877,2.132331708,1.101156719,0.512321468,-0.317930667,2.320722362,1.049171732,0.517657198,-0.298638677,2.315092269,1.04678496,0.603358851,-0.200770255,0.044238346,-0.27801839,0.249843162,0.335372315,-0.366632829,-0.057855746,0.30165984,0.308195771,-0.571585167,-1.2616433,-1.2616433,0.534428457,0.760203804,0.760203804,1.304043677,0.024065427,0.648870729,0.288270657,-0.314209291,-0.222996857,0.2285254,0.274715116,1.290152078,-0.057316493,0.463779774,0.257078969,-0.150675177,-0.137995824,-0.143842738,0.9718834,0.423018722,-0.332137234,-0.165157633,-0.172585657,-0.166940142,-0.128050176,-0.170593369,-0.062744182,-0.173198171,-0.197109277,-0.235720799,-0.162176356,-0.186433041,0.32342307,2.394256469,0.104888201,2.730732497,1.940296252,1.447554189,-0.296737927,0.389274239,0.495077981,1.643426207,1.072957163,0.356037798,-0.470220507,1.878724689,0.855127493,0.635179572,-0.079279892,1.847030845,0.791120542,0.644240007,-0.015773729,-0.576830495,-0.424691872,0.350138319,0.497131783,0.204710522,-0.0869659,0.429896483,0.442092188,-0.457993624,-0.851832487,-0.851832487,-0.494788251,-0.876886115,-0.876886115,-0.113384284,0.347685968,-1.015361745,-0.747083929,1.011437255,-0.618395616,-0.062272026,0.32627345,-0.076387209,0.444483721,-0.979351098,-0.796115888,-0.719750672,0.830501295,0.198744889,1.298990115,-0.76567956,-0.550039099,0
0.237039968,0.111536712,0.212113831,1.424027003,1.023749512,-0.265725598,-0.269278444,-0.22163283,0.111538754,-0.234565838,-0.2256694,-0.218780948,-0.105375917,-0.162056363,-0.048361363,-0.168683307,-0.177923701,0.484082329,0.339813088,-0.701876617,0.430819699,0.515609888,-0.238731087,-0.277220278,0.351798063,0.449347877,0.181482964,-0.461330632,0.109458902,0.347247361,-0.156941825,-0.23864357,0.517657198,0.518807938,-0.16646026,-0.408467956,0.443818554,0.571621413,-0.20984169,-0.27801839,0.249843162,0.335372315,-0.346329734,-0.057855746,0.30165984,0.308195771,-0.259223971,0.791955441,0.791955441,-0.699460851,-1.314338695,-1.314338695,-0.120150667,-0.261383891,0.210928682,0.288270657,0.715531695,-0.222996857,0.477184282,0.430690808,-0.096408558,-0.126914262,0.277008652,0.220312748,-0.052068785,-0.091503924,0.030927647,0.074875455,1.099622765,-0.29373056,-0.210317387,-0.186991585,-0.175871494,-0.187096959,-0.184906008,-0.061714517,-0.182588667,-0.206479604,-0.231546851,-0.200155914,-0.196135706,0.459750253,0.563755179,-0.814546421,0.985130994,0.981802598,-0.054031783,-0.296737927,0.389274239,0.495077981,-0.850479958,-0.635673279,-0.163491169,0.309081701,-0.310082309,-0.40288651,0.635179572,0.727892718,-0.31197389,-0.548042786,0.439450746,0.671387262,-0.02825988,-0.424691872,0.350138319,0.497131783,0.204710522,-0.0869659,0.429896483,0.442092188,0.741029115,1.172959814,1.172959814,-0.494788251,-0.876886115,-0.876886115,0.972502405,-0.080840565,0.603487564,0.351854122,0.06591953,-0.452771215,0.683746843,0.719805383,0.974838157,-0.102156954,0.673222143,0.398467141,0.140503374,-0.02499359,0.432516492,-1.022883132,-0.76567956,-0.550039099,0
-0.49148736,-0.6326231,-0.635633858,-0.274314808,-0.744321486,-0.015872657,0.272716726,0.022661477,0.133104328,0.132472179,0.013734902,-0.14342606,0.053935035,0.081371413,-0.048419275,0.250358183,0.126751577,-0.792492454,-0.276376739,-0.701876617,-0.050403802,-0.070073404,1.400594193,2.182853003,0.351798063,-1.110996346,0.743817836,-0.461330632,0.512321468,0.613318573,1.51284226,1.4784435,0.517657198,-0.571120882,1.507494602,1.426416155,0.603358851,-0.432487755,-0.006214006,-0.27801839,0.249843162,0.335372315,0.115864335,-0.057855746,0.30165984,0.308195771,0.356311331,0.791955441,0.791955441,2.421553271,0.760203804,0.760203804,-2.600314991,-0.832282525,-1.978781553,-0.330633011,0.260268188,0.836072459,-0.268792364,-0.661139033,-2.584597727,-0.878570163,-1.791840694,-0.2008276,-0.150675177,-0.128697444,-0.143842738,0.074875455,-0.253585322,0.015846146,0.453420531,0.124993849,0.297490137,0.274463659,0.120974184,-0.053503384,0.115816229,0.076147031,-0.141021791,0.211583097,0.084696475,-0.828541619,1.250193163,-0.201590006,1.094906787,1.173501329,1.216540963,-0.296737927,0.389274239,0.495077981,-0.406744402,-0.464810235,0.702390444,0.754397248,0.968771218,1.274465494,0.635179572,-0.348337429,0.999603905,1.156346905,0.746634637,-0.168476171,0.520310735,-0.424691872,0.350138319,0.497131783,-0.298432705,-0.0869659,0.429896483,0.442092188,-0.457993624,-0.851832487,-0.851832487,2.540042423,1.139447025,1.139447025,-1.044144302,-1.366420164,-1.015361745,0.508845272,0.852378199,-0.618395616,0.683746843,0.818188367,-1.012892316,-1.304766438,-1.043737068,0.452649092,-0.146247975,0.545336333,0.198744889,1.757631744,1.304939204,1.912802081,0
-0.248644917,-0.17195274,0.000176909,0.574856097,0.434392513,-0.145312396,-0.207087911,-0.168393405,0.111538754,-0.170393548,-0.173191921,-0.172374448,-0.083740717,-0.124831225,-0.048145457,-0.139856346,-0.131448217,-0.141006751,0.545209697,-0.701876617,0.719231804,0.710837652,0.204751354,-0.277220278,0.351798063,0.449347877,0.203852992,-0.461330632,0.512321468,0.613318573,0.248904459,-0.23864357,0.517657198,0.518807938,0.245669613,-0.471739822,0.496998653,0.64886058,-0.050231853,-0.27801839,0.249843162,0.335372315,-0.369334561,-0.057855746,0.30165984,0.308195771,0.571475743,0.791955441,0.791955441,0.582114996,0.760203804,0.760203804,0.026247252,-0.546833208,0.648870729,0.700873102,-0.584746735,-0.487764186,0.2285254,0.430690808,0.007043993,-0.433144444,0.449412765,0.521127283,-0.130953899,-0.054310404,-0.318613122,0.074875455,0.423018722,-0.1476904,-0.161646619,-0.213133364,-0.183034438,-0.190907443,-0.211010478,-0.055140964,-0.137033005,-0.176139769,-0.174378318,-0.168452901,-0.168579727,1.031756388,0.792567841,0.104888201,-0.111163558,0.598405136,-0.082908437,-0.296737927,0.389274239,0.495077981,-0.469934592,-0.464810235,0.702390444,0.754397248,-0.245524799,-0.40288651,0.635179572,0.727892718,-0.222308384,-0.608913846,0.746634637,0.938616537,0.406025191,-0.424691872,0.350138319,0.497131783,0.54013934,-0.0869659,0.429896483,0.442092188,-0.457993624,-0.851832487,-0.851832487,-0.115434417,1.139447025,1.139447025,0.55559948,0.133422702,0.603487564,0.194862972,0.554142468,-0.618395616,0.683746843,0.818188367,0.575821704,0.04949175,0.678587641,0.290103237,-0.719750672,-0.02499359,-1.086998926,-0.946442861,-0.76567956,-0.823688119,0
-0.461132054,-0.597186918,-0.635633858,-0.274314808,-0.154964486,-0.082872194,0.067358136,-0.132030053,0.111957964,-0.110380647,-0.137376084,-0.223807339,-0.077814902,-0.150248159,-0.048062339,-0.135219835,-0.163299825,-0.675773489,0.339813088,-0.701876617,1.339083385,0.515609888,-0.736110119,-0.277220278,0.351798063,0.449347877,0.224125995,-0.461330632,-0.696266229,-0.184895061,-0.648352485,-0.667915338,0.133661332,0.518807938,-0.617019549,-0.535011687,0.124737961,0.417143079,0.60949687,-0.27801839,0.249843162,0.335372315,0.991565368,-0.057855746,0.30165984,0.308195771,0.179569152,0.791955441,0.791955441,-0.699460851,-1.314338695,-1.314338695,0.194599791,-0.832282525,0.648870729,0.907174325,1.72873907,1.630374446,0.477184282,-0.661139033,0.25061817,-0.771853584,0.679284914,0.872077573,-0.170396455,-0.094603384,-0.318613122,0.074875455,-0.253585322,-0.090320615,-0.046129001,-0.16233717,-0.163367602,-0.168796139,-0.160370663,-0.053605181,-0.070485549,-0.154123874,-0.217964325,-0.142647442,-0.143938357,1.035194464,0.563755179,0.104888201,-0.196129309,0.406706406,-0.546454714,-0.296737927,0.389274239,0.495077981,0.567345312,-0.123084146,-0.163491169,-0.02490496,-0.280311425,-0.40288651,0.271090994,0.458835182,-0.322707843,-0.304558544,0.2858588,0.404157988,-0.730815229,-0.424691872,0.350138319,0.497131783,-0.07775585,-0.0869659,0.429896483,0.442092188,-0.457993624,-0.851832487,-0.851832487,-0.494788251,-0.876886115,-0.876886115,1.058230301,-1.366420164,0.927257425,1.450792173,0.559374673,-0.618395616,0.683746843,0.818188367,1.07860514,-1.332980151,0.952228015,1.433084407,0.427254722,0.545336333,-1.320770529,-0.497356266,1.304939204,-0.367606419,0
-0.400421444,2.087103832,-0.211760013,-0.274314808,-0.154964486,-0.267589035,-0.281576569,-0.217046993,0.111545237,-0.242491649,-0.221149613,0.292730358,-0.070354119,-0.155717273,-0.048375577,-0.145225343,-0.16998313,2.58821818,0.339813088,1.432255838,0.714756829,-0.070073404,-0.127848155,-0.277220278,0.351798063,0.449347877,0.760051524,-0.461330632,0.512321468,0.613318573,0.086681105,-0.23864357,0.517657198,0.518807938,0.089350037,-0.408467956,0.603358851,0.687480163,0.061815696,-0.27801839,0.249843162,0.335372315,0.086757464,-0.057855746,0.30165984,0.308195771,-0.084725882,0.791955441,0.791955441,0.61059446,0.760203804,0.760203804,0.769632055,-0.832282525,0.648870729,0.907174325,-0.407847114,-0.487764186,0.477184282,0.586666499,0.754157218,-0.911049122,0.787037484,1.02248484,-0.130953899,-0.017116884,0.030927647,1.868891345,1.776226809,-0.31360533,-0.246387173,-0.185527619,-0.183034438,-0.198475138,-0.183333755,-0.054840739,-0.153405211,-0.201342906,-0.233805474,-0.189954839,-0.190818435,0.760909391,0.563755179,-0.814546421,1.574181203,0.981802598,-0.253543205,-0.296737927,0.389274239,0.495077981,1.12769213,-0.29394719,0.702390444,0.643068361,0.108004421,0.016451491,0.635179572,0.458835182,0.114137053,-0.182816423,0.746634637,0.671387262,0.104726936,-0.424691872,0.350138319,0.497131783,-0.222198885,-0.0869659,0.429896483,0.442092188,-0.457993624,-0.851832487,-0.851832487,0.332892839,1.139447025,1.139447025,-0.383093154,-1.366420164,0.927257425,1.450792173,-0.095549512,-0.618395616,0.683746843,0.818188367,-0.386557889,-1.371774005,1.043441473,1.50532701,0.71400607,1.400831218,1.133831301,0.639692773,1.304939204,-1.006120799,0
-0.370066139,-0.676918326,-0.635633858,-1.972656619,-1.923035484,0.535326914,1.927847395,0.321991522,0.167678396,0.437532797,0.306546576,-0.17351238,0.058696001,-0.010218427,-0.016251174,0.065231439,-0.004425269,-0.74731997,0.545209697,0.720878353,0.275234236,0.320382124,0.229953,-0.277220278,0.351798063,0.449347877,-0.116380429,0.654731762,0.512321468,-0.051859456,0.124941328,0.190628197,0.517657198,0.246325733,0.184790246,0.034435106,0.603358851,0.417143079,1.25929912,-0.27801839,0.249843162,0.335372315,2.041283908,-0.057855746,0.30165984,0.308195771,-0.571585167,-1.2616433,-1.2616433,0.77435137,0.760203804,0.760203804,0.280171247,2.593109282,-2.4167236,-3.012548908,0.780498131,3.483745749,-2.009404539,-3.31272579,0.304929987,2.578119013,-2.380888078,-2.964978932,-0.11123262,0.438503734,-0.143842738,0.074875455,-0.253585322,0.639436458,-0.184705557,-0.134994012,-0.019812202,-0.181889686,-0.135051994,0.327125154,0.3280746,0.255977147,0.163775615,0.143562556,0.249885646,0.34968925,0.563755179,-0.201590006,0.608034794,0.598405136,0.109854562,-0.296737927,0.389274239,0.495077981,0.047166283,-0.635673279,0.702390444,0.865726134,0.115730079,-0.822224511,0.635179572,0.996950255,0.116940383,-0.669784906,0.746634637,0.976792147,0.01928929,-0.424691872,0.350138319,0.497131783,0.057192088,-0.0869659,0.429896483,0.442092188,-0.018561203,1.172959814,1.172959814,0.013665058,1.139447025,1.139447025,-2.475614227,-0.080840565,-0.04405216,0.037871822,1.368232906,-0.618395616,0.683746843,0.818188367,-2.4253871,-0.073943241,-0.158429975,-0.022088008,-0.719750672,-1.165653437,0.666288095,-1.022883132,1.304939204,1.091855021,0
-0.309355528,-0.499737419,-0.635633858,0.574856097,0.434392513,-0.303156881,-0.267519466,-0.232631874,0.111581971,-0.23813888,-0.236513822,-0.241415852,-0.104673618,-0.187682013,-0.048416211,-0.183263217,-0.209965516,0.346148743,-0.481773348,0.720878353,-0.357352115,-0.655756697,1.051106653,-0.277220278,0.351798063,0.449347877,2.275217064,0.87794424,-0.09197238,-0.584001879,1.710636373,1.049171732,0.517657198,-0.298638677,1.601194814,0.920241228,0.390638455,-0.278009422,-2.167529634,-0.27801839,0.249843162,0.335372315,-0.046224555,-0.057855746,0.30165984,0.308195771,-0.571585167,-1.2616433,-1.2616433,-0.699460851,-1.314338695,-1.314338695,-0.26735237,-0.832282525,0.648870729,0.907174325,0.801894686,-0.222996857,0.477184282,0.430690808,-0.240377094,-0.79505284,0.456596269,0.785175596,-0.209839012,-0.144194744,-0.668153892,-1.719140436,-1.606793409,-0.340053638,-0.139060927,-0.215770629,1.108856981,-0.223577139,-0.232506075,-0.062899381,-0.166403689,-0.226495553,-0.002342704,-0.222550953,-0.228891215,2.886374094,1.250193163,4.70206131,-1.699278224,-1.893678363,0.06147483,-0.296737927,0.389274239,0.495077981,1.942994514,3.294176738,-0.336667492,-2.362811582,0.599871163,0.855127493,0.271090994,-0.348337429,0.665555941,0.730249482,0.38825343,-0.168476171,1.129833641,0.617891863,0.350138319,-0.239041117,1.099187368,-0.0869659,0.429896483,0.442092188,-0.457993624,-0.851832487,-0.851832487,-0.494788251,-0.876886115,-0.876886115,-0.13923873,0.776212501,-1.339131607,-1.218057379,2.060048813,4.847209635,-0.509883347,-3.215513952,-0.063891857,0.807735267,-1.220798487,-1.177969642,1.287508767,-0.880488475,-0.970113125,-0.678901911,-0.76567956,-0.367606419,0
-0.49148736,-0.65034119,-0.211760013,0.574856097,0.434392513,-0.095748988,0.182481323,0.321339791,0.111496401,0.411942793,0.309535095,-0.218086674,-0.053306577,0.114774828,-0.048419275,0.190613722,0.16855535,0.675024066,0.339813088,-0.701876617,2.134143658,0.515609888,0.036740376,-0.277220278,0.351798063,0.449347877,-1.03973569,-0.461330632,-0.897697512,-0.317930667,-0.246948063,-0.667915338,0.133661332,0.518807938,-0.25528062,-0.535011687,-0.034802335,0.301284329,-0.191340497,-0.27801839,0.249843162,0.335372315,0.838879035,-0.057855746,0.30165984,0.308195771,1.531646905,0.791955441,0.791955441,-0.699460851,-1.314338695,-1.314338695,1.118771524,1.73676133,0.648870729,-0.94953668,-0.349239928,0.836072459,-1.01476901,-1.129066108,1.104247032,1.613029954,0.636183886,-0.865961959,-0.11123262,-0.057409864,0.030927647,0.9718834,0.423018722,-0.06832555,-0.119757655,-0.160992799,-0.126434677,-0.1576604,-0.159561768,-0.026166122,0.108191527,0.112649093,-0.228867952,0.166875141,0.126402405,1.435149252,0.563755179,-0.201590006,0.694578768,0.598405136,1.402841951,-0.296737927,0.389274239,0.495077981,-0.465631316,-0.635673279,0.009685153,0.420410587,1.234537925,-0.822224511,0.635179572,0.996950255,1.14876284,-0.669784906,0.541845376,0.824089705,-1.504878275,-0.424691872,0.350138319,0.497131783,-0.48778768,-0.0869659,0.429896483,0.442092188,-0.071212089,1.172959814,1.172959814,-0.494788251,-0.876886115,-0.876886115,-0.681348059,0.347685968,0.927257425,0.194862972,1.117476626,-0.618395616,-0.062272026,0.32627345,-0.640429355,0.28578159,0.909304035,0.228181007,-0.146247975,0.545336333,-0.502569919,1.767186778,-0.76567956,-0.641255439,0
