FAC3_1,FAC4_1,FAC5_1,FAC6_1,FAC7_1,FAC8_1,FAC9_1,FAC10_1,FAC11_1,FAC12_1,FAC13_1,FAC14_1,FAC15_1,FAC16_1,FAC17_1,FAC18_1,FAC19_1,FAC20_1,FAC21_1,FAC22_1,FAC23_1,FAC24_1,FAC25_1,FAC26_1,FAC27_1,FAC28_1,FAC29_1,FAC30_1,y
0.94461,-0.38824,0.33488,0.16298,1.07651,-1.52207,0.91852,-0.63301,-2.08962,1.18137,-0.08559,-0.02139,-1.68759,-0.37903,0.28015,-0.89492,-0.39290,1.05728,2.18655,-0.91195,-0.06811,-0.59014,-0.66516,-3.82672,2.37923,-3.86992,-1.18552,1.25774,0
-0.50684,0.84142,0.35261,0.34669,-0.22315,0.14673,0.06784,-1.14227,0.17601,-0.41705,-0.32301,-0.57599,-0.02326,1.07828,0.08619,0.57796,-0.00554,0.06678,-0.86969,0.31465,-0.45486,0.07373,-0.24723,-0.40831,-0.62729,-1.02907,0.97125,-0.40114,1
-0.46090,0.76472,0.09218,0.17120,-0.76914,-0.83029,1.78948,-0.89250,-0.26638,0.71982,-1.17843,0.12896,-0.75529,0.62415,-0.03033,0.90978,0.11248,0.03730,-0.50566,0.87601,-0.02319,-2.11339,-0.06207,-0.95294,-1.36822,1.39722,0.60240,-1.25365,0
0.07635,-0.37271,0.69874,1.01901,-0.94751,0.36060,0.93833,0.07649,-0.33363,0.43384,1.30565,-0.52907,0.32700,0.63114,-1.41822,0.65236,-0.16634,0.62602,-1.81037,0.29965,-0.38757,-0.75265,0.15005,-0.89506,-0.54351,-0.23576,0.34110,0.86285,0
0.18835,0.63521,-0.42891,-0.59838,-0.97742,0.21031,-0.03077,0.01793,0.04196,-1.19363,-0.24004,1.25129,-0.53888,0.92258,-0.46324,0.94420,0.24902,0.30126,0.64546,-0.46568,-2.38020,1.31128,-0.91306,0.11305,-0.28380,-0.28532,-0.16528,-1.00538,0
0.25672,-1.38587,-1.23248,0.12619,0.07416,0.05872,-0.24386,1.15481,0.27500,-1.80100,0.09257,3.12419,-0.21528,-1.50673,1.06538,0.20055,0.90927,1.39007,3.05658,1.74516,0.74097,-1.36873,3.41089,0.30059,2.56329,-0.06504,-0.37341,-0.07507,0
0.74613,-1.29525,1.84986,0.11366,-0.05516,0.48531,0.61472,1.35336,-0.22281,0.15891,2.19782,-0.69863,1.13006,0.96177,-0.45193,0.49688,-0.96105,-0.94955,0.80521,0.38260,-0.48965,0.09939,0.37480,-0.31687,1.17525,-0.46405,-0.63891,-1.52193,0
0.06251,0.08411,-0.04252,-0.18175,0.73889,-0.44199,-0.07957,-0.77484,-0.30486,0.65811,-0.08649,-0.27688,0.39365,-0.58635,-0.48287,0.16221,-1.53449,-0.22689,-0.15242,0.13888,0.90842,-0.50931,-0.38487,0.19023,-0.18148,-0.27208,-0.04005,0.13817,0
-0.10242,-0.32227,0.46676,0.36756,0.12254,-0.49973,1.52982,-0.13817,-0.58734,1.00081,0.44155,-0.64398,-0.47134,1.16511,-0.33374,0.04919,-0.20400,-0.03786,-0.36434,-0.05536,-1.01709,-0.41107,-0.64871,-0.17492,0.34413,-0.86443,0.73902,-0.16010,0
-0.13210,0.71716,-0.45680,-0.74381,-1.23276,0.04064,0.29572,-0.68281,0.22546,-0.29317,-0.28344,-0.50196,0.66420,-0.98951,0.80534,0.00891,0.64896,-0.32086,1.90907,-0.02287,0.63512,1.02588,0.01058,-0.41546,-0.03363,0.78948,-0.03771,-1.31796,1
-0.58477,0.76456,-0.62685,-0.73370,-0.92348,-0.22783,0.33659,0.60624,-0.65650,-0.52283,-0.63691,0.10627,0.27534,-0.43626,0.14604,-0.02274,0.88393,-0.74051,1.43138,0.52358,0.73376,-0.89242,-1.17264,0.23593,0.42412,0.28000,0.49630,-0.94657,0
-0.23983,1.04396,-0.32095,-0.56063,-1.01466,0.23374,0.27615,0.06215,0.54299,-0.53415,0.26414,-0.15314,-0.16724,-0.10991,1.10403,0.55406,0.90735,0.15471,1.04305,0.70662,-0.91548,-0.80619,-1.29292,0.17633,-0.17579,-0.74244,-0.86480,-0.61018,1
-0.42128,-0.08821,-0.81212,0.36399,0.57667,0.33868,-0.38827,-0.42149,0.55291,-1.60403,0.41483,-0.29092,0.00956,0.24984,-0.10898,-0.36960,-0.10721,0.10844,0.05981,-0.87061,-0.53831,0.53671,0.29003,-0.09125,-0.21782,1.80510,-0.54795,-0.00237,0
0.00181,-0.31357,-0.40788,0.12932,0.06050,0.27523,-0.71491,1.23546,0.52936,-0.40849,-2.20611,0.37523,-1.09262,-0.36987,0.67043,-0.81680,1.12146,-0.21248,-0.39284,-1.07224,0.57566,0.42630,-1.58080,0.34730,-1.17297,-0.22205,-0.70314,0.42097,0
0.28568,0.08334,-1.15421,-0.90095,-0.86252,0.31409,0.23458,-0.68303,1.53181,-0.82416,-0.15693,0.15744,-0.11955,0.84060,0.09586,0.21268,0.91054,0.51278,1.09595,0.04237,-0.38562,0.38031,-0.31576,0.31110,-0.35022,0.47583,-0.18248,-0.94509,1
-0.31092,0.60468,-0.73875,-0.30547,-1.50910,0.05118,0.49150,-0.05887,0.91969,-0.45238,-0.98959,0.00864,0.12912,-0.57376,0.95870,0.72070,0.61664,-0.25088,0.81401,-0.03241,0.08818,0.36697,-0.89187,0.65653,0.72425,0.09064,-0.75480,-0.96090,0
0.29450,0.07506,-0.21473,-1.37284,0.91987,-1.03101,0.02878,1.02137,-0.75404,-0.98186,-1.70844,0.12157,-0.32212,-0.94717,0.46019,-0.50743,0.85746,0.75063,-2.54184,-0.22962,0.10304,0.75475,2.06042,1.01196,2.30731,0.93054,-1.86071,0.22664,0
0.45190,-0.27455,0.64677,-0.04528,-0.56354,0.54878,0.85424,-0.92479,1.61697,0.18393,0.62229,0.29654,-0.21183,0.16427,-1.49178,-1.03603,0.31998,-0.67807,0.12704,-0.75342,-1.07476,-1.72305,-0.00891,-1.05366,-0.01513,0.58220,0.36340,0.05898,1
0.03226,-0.81912,-0.33399,0.59706,-0.64606,-0.38684,-0.06080,1.06062,-1.67977,0.02914,-0.85309,0.46236,-0.27486,-1.09344,-0.12489,-0.05656,1.80665,-0.63214,-0.72367,-0.68234,1.56557,0.28952,0.91919,0.44470,0.82588,0.73804,-0.50184,-0.56891,0
-0.09779,-0.24604,-0.27552,-0.70753,0.26750,0.18315,0.13397,-0.69618,0.75755,-0.50548,0.37354,0.64832,0.44369,-1.75955,0.58687,-0.69743,-0.06226,-0.00131,1.57746,0.52904,0.99749,-0.57702,0.18253,-0.75406,-0.70304,1.65275,0.40399,1.05284,0
0.13671,-0.76967,-1.06771,-0.35619,1.31848,-0.05205,-0.09147,0.55491,0.57000,-0.16683,0.78033,-0.68885,0.63896,-0.84893,1.29286,-0.53010,-0.73838,-0.87284,0.74792,0.03611,-1.02436,0.58895,-0.09752,0.67524,-0.26075,-1.04849,0.25400,0.12616,0
-0.75986,-0.33535,-0.41571,-0.81692,1.40900,0.40178,-0.24850,-0.53263,1.02116,-0.14709,-0.13172,1.60227,1.19161,-0.43998,-0.29596,1.15161,0.22584,-1.68316,1.52713,-0.16177,0.12239,0.83413,-1.46292,-0.17009,0.61697,0.23258,1.74517,1.82983,0
-0.35224,0.26309,0.72860,0.12688,-0.77222,0.24467,0.39121,-0.42742,-0.20080,-0.80097,0.45896,-0.29054,0.11282,1.36128,-0.01954,0.45240,-0.78782,1.00848,-0.86706,-0.25529,-0.84192,0.22075,-0.75384,-0.19144,-0.16981,-0.17638,0.74332,0.81415,0
-0.64584,0.15243,0.30360,0.68059,0.14132,-0.44750,1.65537,-1.32223,0.31099,0.62834,-0.29677,-0.61712,-0.11116,0.06109,0.51419,-0.20192,0.21112,-0.59558,0.40031,-0.30344,-0.93583,-1.63538,-0.71388,-0.00714,-1.24972,1.04922,-0.29322,0.11822,0
-0.70916,-0.25078,-0.76303,0.52005,-0.86180,0.21698,-0.41200,1.53270,1.42337,-0.48739,-1.62799,-1.05481,-0.84662,-1.44492,0.27254,1.11651,0.81008,0.09300,-0.62968,-0.45956,-1.00084,1.50563,-1.19494,-1.36562,-1.03651,-1.04555,0.66467,-1.60194,0
0.18418,-0.73713,0.01782,-0.04691,0.71918,0.21304,0.00911,-0.67510,0.45339,-0.18362,0.35927,1.23767,-0.56215,0.24367,-1.85654,-0.39189,-0.29033,-0.16267,-0.39436,-0.62625,1.45539,0.99836,-0.28405,0.92136,0.27490,-0.11267,1.06857,-0.59933,0
0.36112,-0.54686,-0.05648,0.34944,-0.35305,-0.97741,1.36514,-0.01564,-0.56670,1.59591,-0.76577,-1.03305,-0.67469,-0.06492,0.32416,0.60343,-0.37454,-1.63485,-1.36408,-0.72678,0.46216,1.15576,-0.06320,0.17269,2.54140,-0.40584,1.87779,-0.71019,0
-0.06425,-0.19434,0.43140,0.16138,-0.06776,0.04523,0.75424,-0.64608,0.14316,0.41113,0.14122,-0.54306,-0.10778,0.72464,-0.86863,0.00924,-0.66859,0.02887,-1.07073,-0.28978,-1.33683,-0.74345,0.08912,-0.16998,-0.38931,-0.16544,-0.11100,1.54570,0
-0.24600,0.35770,-0.15350,0.90619,0.31094,-0.32846,0.37673,0.08906,-0.47894,0.97034,-0.07972,0.21886,-0.50743,0.18371,-0.73918,-0.76038,-0.64783,-0.53221,-1.26729,-0.44608,0.87523,-1.25012,-0.27254,-0.26423,-0.73549,0.13519,1.02385,-0.04896,1
-0.74813,-0.98364,0.82903,0.79434,-1.58825,-1.44339,-0.18652,0.67503,0.20748,1.30487,-0.00552,-1.49689,-2.07112,0.85680,-0.96292,-3.25273,2.73347,1.63711,1.91952,2.37338,0.61489,0.38008,-3.46023,-6.07242,5.54118,-6.06978,-2.49412,4.93839,0
-0.19083,0.26875,-0.69695,-0.21359,-0.31488,-0.25498,0.67806,0.05973,-0.71888,-0.83124,0.02621,0.27752,-0.58900,-0.18496,0.81395,-0.20761,0.85533,0.58477,0.68381,0.06694,-0.24883,-0.79246,-0.94819,0.39201,-0.27317,1.19847,-0.39330,0.92856,0
0.13366,-0.52897,0.37031,0.04086,0.69844,0.34293,0.95310,-0.18119,-0.11865,0.89704,-0.27532,0.07081,-0.92100,0.09296,0.89578,-3.00806,0.45186,-0.10949,0.54319,0.82442,-0.60884,-1.26926,-1.56842,-0.25897,0.07965,2.75598,-1.26391,1.04314,0
1.27118,1.60467,-0.57166,2.60224,0.69568,0.51204,-1.15995,-1.61740,1.16415,-0.26489,0.40536,3.52513,-1.78863,-2.72925,-0.16084,-0.24077,-1.89913,0.60096,-2.36305,-1.56633,-0.30461,2.21830,-0.62044,0.22303,-1.56867,-0.91183,1.91267,-0.85168,1
0.29091,-0.58347,-1.04550,-0.40091,-0.54287,0.07717,1.19263,0.12263,0.66645,-0.57369,0.88553,-0.00164,0.05775,-0.15141,0.13307,-0.01726,0.88572,-0.08529,1.57171,0.06701,-1.54219,-0.36645,-0.06903,0.74590,0.46013,-0.91273,-0.39300,0.28677,0
0.20212,-0.94117,-0.38996,0.20340,0.99548,-0.10108,-0.53671,1.08211,-0.54715,-0.66524,0.07541,1.50424,-0.56328,-0.85191,0.29610,-0.20735,-0.00023,0.28458,-0.12425,-0.03768,-0.68725,-0.92460,-0.32826,-0.08001,0.42342,0.24285,-1.37953,-0.60362,0
0.39464,-0.30431,0.20520,0.10698,-0.09119,0.00605,0.00583,0.27379,-1.03385,0.05558,0.48392,-0.23462,-0.47564,0.89332,-0.52055,-0.96242,0.08750,-0.46378,-0.47717,-0.42091,0.70418,-1.25163,-0.90652,-0.47069,-0.53309,-0.31457,0.61065,0.45862,0
-0.10005,0.83090,0.18301,-0.09591,0.11567,-0.32978,-0.25527,-1.19173,-1.10192,-0.36901,-0.77529,0.25348,-0.10881,-0.13578,0.61894,-0.25509,-0.94530,0.69851,-0.26160,-0.13623,1.19427,-0.83927,-0.23155,-0.33689,0.66368,0.78106,-0.26197,-0.65358,0
-0.27375,0.33849,0.02952,-0.33540,0.33640,0.28218,-0.45734,-0.68892,-0.12274,-1.26971,0.48200,-0.11871,0.46288,0.60056,-0.19522,-0.66225,-0.94847,-0.01458,-0.41024,0.11897,-0.71701,-1.18340,-0.29777,-0.31063,0.54863,-0.20667,0.31465,-0.02505,1
0.00830,0.12965,0.43637,0.23704,-0.84916,-0.18090,0.02940,-0.43264,0.00851,0.63952,-1.84167,-0.05697,-0.18699,-0.31247,0.33096,0.69483,0.36691,-0.99876,-1.46571,-0.47135,0.10392,0.12806,-0.04567,0.34505,0.82533,-0.20787,0.60633,-1.05775,0
0.40023,-0.46331,0.31785,0.02484,0.50544,-0.60475,1.01482,-0.88903,-0.40576,1.21425,0.31838,-1.11106,0.11362,-0.30702,0.69266,1.04717,-0.40437,0.18923,-0.02044,0.43112,-0.59401,0.33207,-0.30056,-0.42174,0.73285,-0.75958,-0.35396,-1.42000,0
0.47835,-0.26531,0.50021,-0.20640,-0.45516,-0.33647,0.67727,-1.00778,-0.80411,0.43777,0.06797,-0.18189,0.12365,-0.47142,0.06781,0.74343,-0.89050,0.24741,-0.00290,0.37030,-0.49325,0.37735,0.10013,0.05998,0.17527,-0.28773,-0.45500,0.58974,0
-0.94539,-1.03507,0.23628,-0.64596,-1.39886,-2.22687,-2.00852,-0.52597,1.35113,0.68072,-0.16704,-0.78723,-1.54636,1.34674,-0.45317,-1.15593,1.09226,-0.79509,-0.66707,0.00473,-1.21519,-1.21398,1.76950,-0.52532,1.07599,-0.30338,1.56744,0.10936,0
-0.15785,-0.11532,-1.15876,-0.81534,0.57728,0.28446,-1.42578,0.52244,0.37035,-0.39466,-0.14798,-0.70936,0.36728,0.07203,-0.55564,0.52760,-0.35029,-0.82761,-0.53262,0.12212,0.93078,0.77462,0.11753,0.53911,1.12722,1.14912,0.08356,-0.62254,0
-0.41218,0.13669,-0.37874,-0.08235,0.42817,0.06044,-0.36385,0.73782,0.29656,0.38969,0.14428,1.27530,0.56605,-0.77876,-0.47383,-0.39444,-0.49945,0.35774,-0.08192,-0.06685,-0.54091,0.02013,0.11365,-1.56423,-2.03533,0.20497,0.83269,-1.08112,1
0.16359,-0.55831,1.91377,0.14009,-0.44120,-0.14172,1.16952,0.42210,0.25756,0.77406,-0.08701,0.34952,0.06112,0.54556,-0.34697,1.50131,-0.34154,-0.89007,1.37076,1.32719,0.41632,-0.63066,0.12805,-0.67966,0.88250,1.02064,0.49725,-1.27514,0
0.15359,0.09446,-0.04613,-0.47132,-0.65442,-0.61638,0.69454,-0.67380,-0.66496,1.38123,-0.51027,-0.69045,-0.12558,-0.18570,-0.71744,0.77673,-1.10973,-0.39844,-0.78063,0.11381,0.90547,0.36894,0.75610,-0.03673,0.51320,0.04437,-0.29913,0.03597,0
0.18465,-0.62820,1.09174,1.20416,-0.73949,0.70078,-0.21561,-0.80396,-0.47092,-0.61325,0.68257,0.62717,0.35785,0.91163,-0.51654,-0.91341,1.77759,0.56908,-1.10737,-0.96660,-0.70805,-0.34144,0.02940,-0.59909,-0.72737,-0.51481,0.49786,-0.56844,0
-0.53314,0.67064,-0.36727,-0.42772,0.59095,0.53910,-0.89379,0.13784,0.64402,-0.85271,0.71921,0.24826,0.12777,-0.12000,-0.46116,-0.59236,-0.58645,-0.02430,0.38258,-0.05650,-0.91255,0.10617,-0.04925,-0.52277,-0.21852,0.31630,0.87879,-0.56740,1
-0.16000,-0.36995,1.06119,0.63263,-0.07623,0.31247,0.55747,-0.79122,0.35918,0.38598,0.82924,-0.04308,-0.52295,0.36828,-0.62583,-0.75667,-0.33275,-0.84518,-0.94708,-0.64906,-1.06943,0.19076,1.23392,-0.98818,0.56045,1.45224,0.29403,1.03962,0
-0.67145,0.17178,-0.25602,-0.19257,-0.40179,0.49670,0.15953,0.40670,0.70557,-1.15500,0.89584,-0.65449,-0.05975,0.74922,0.22384,-0.26896,0.38547,0.52885,0.07836,-0.40697,-0.85886,0.54150,0.11873,-1.00504,-0.77828,0.89307,-0.13031,-0.98175,0
-0.04711,0.14587,0.16051,0.95728,-0.90799,0.03103,0.35437,-1.51914,0.39653,0.87626,-0.75772,-0.36688,0.94613,-1.37509,-0.60891,1.27920,0.70989,-0.52561,0.30738,0.56615,1.85043,-0.50533,0.00593,-1.01076,-0.22198,-0.25257,1.17126,-0.58090,0
-0.16374,0.68131,0.24471,0.23619,-1.90940,-0.65433,1.25451,-0.67637,-1.26732,1.49301,-1.33205,0.01211,0.58955,-1.10947,0.48451,0.33754,0.26170,-0.21158,0.32092,0.03055,1.25543,-0.50482,-0.19756,-0.37562,-0.16209,0.40128,-0.64086,-0.39500,0
-0.87759,0.36582,0.89296,-1.00246,0.29948,0.96754,0.01664,0.24036,0.97937,-0.58271,-0.65018,-2.28549,0.01074,2.38452,-1.10707,-0.26844,-1.81120,-0.84045,-0.52706,-0.43854,1.23907,0.31020,0.83061,0.44305,0.74815,0.00409,1.56720,0.83093,0
0.61109,-1.09514,-0.80806,0.05106,-0.00438,-0.68905,-0.17651,0.94130,-1.74226,-0.42042,-0.85316,1.63105,-1.53576,0.07591,0.33292,0.79311,0.99116,2.38372,-1.03746,0.09438,0.44519,0.07808,0.41207,-0.00849,1.04562,0.93195,-0.87307,-1.32845,0
0.06728,-0.51018,0.83900,0.80212,-0.44409,-0.38198,1.18625,-0.86946,-0.79171,0.78005,-0.28670,-0.06860,0.16803,-0.81978,0.69749,-0.54661,0.00541,-0.44569,-0.31324,-0.69505,1.07338,1.48495,1.33864,0.53313,0.51825,0.75455,-1.80921,-0.66059,0
-0.20784,0.28716,-0.52785,-0.34258,0.39177,0.07810,-0.85754,-0.54132,-0.17449,-1.21911,0.02000,0.48460,0.59041,-1.11856,0.73251,-1.12991,-0.95697,0.81926,0.44462,-0.16575,0.51565,1.80240,0.90202,-0.60024,-0.93183,1.48111,-0.94575,-0.11168,1
0.04908,3.06870,0.22098,0.07749,0.52351,0.80514,-1.79943,-1.57933,0.87185,2.02627,0.48854,-0.64112,-0.95458,0.31130,0.35073,0.95965,1.32609,-0.35209,0.96265,0.30740,0.50696,0.59147,-0.35281,0.19643,1.10864,1.10241,0.57686,0.02265,1
0.05674,-0.81219,-1.32459,-0.75130,1.89465,-0.66292,-0.46574,0.46264,1.91282,1.23829,-0.50726,-0.89258,-0.62059,-0.35632,0.83677,0.08263,-0.41086,-0.99679,0.87142,0.03549,-0.88483,-2.40707,-0.47970,0.28602,0.69904,0.63346,-0.85609,1.22480,0
-0.05489,-0.04634,0.29642,-0.20230,-0.72708,-0.25135,0.17029,-0.14313,-0.35041,0.47341,-0.76311,-0.42958,0.49728,-0.57912,0.48423,0.39079,-0.65306,-1.03081,-0.50730,0.27925,-0.95250,0.51133,-0.09734,0.01909,0.86224,-1.03562,1.13521,0.39595,0
-0.57151,0.29127,0.03329,0.29784,-0.45237,0.24168,-0.03014,-0.53991,0.30556,-0.77863,-0.81449,-0.57407,1.22895,-0.54535,0.10117,0.41034,0.48071,-0.31585,0.86607,-1.03265,0.99942,1.45026,0.55988,0.04036,-0.33779,0.55369,0.00138,-1.01034,0
3.19409,0.86072,0.19944,0.02813,-0.69135,1.41976,-1.69495,0.37037,1.01376,0.27943,-0.81914,-0.38868,-2.51382,2.03271,2.29407,-1.23181,2.26491,0.58474,1.48873,-0.69829,1.92777,1.82516,-0.65634,1.61569,-0.51130,0.42891,0.18125,0.89896,0
0.02023,-0.22641,0.12140,0.39021,-1.18716,0.21721,0.36344,0.02172,0.16775,-0.05692,0.16155,-0.19026,0.18111,-0.03177,-0.32419,1.22995,-0.15195,0.32809,-1.63925,0.35197,-0.40115,-0.37483,0.08870,-0.63290,0.60201,-1.16918,0.27877,-0.66693,0
0.39496,-0.43645,0.74384,0.12431,-0.82595,0.42727,-0.12461,0.71867,0.39993,1.05046,0.16570,-0.30874,0.39424,-0.23227,-0.40043,-0.34333,0.21043,-0.79968,-1.77196,0.17114,-0.51433,-0.76704,0.37359,-0.96659,0.32523,-1.12502,1.59440,-1.23531,0
0.32510,-1.82357,0.72980,1.43728,-0.57751,1.13584,1.51862,-0.14307,0.63356,1.56929,-0.34445,0.76603,0.97653,-1.47860,0.17378,-1.90032,0.48134,-0.46146,0.31437,3.82839,-2.15314,0.80806,0.01729,-0.82048,2.96921,-0.76655,-1.03375,0.54392,0
-0.36022,-0.15743,0.10256,0.09949,1.06641,-0.06617,0.18568,-0.50138,-0.01736,0.09392,0.54836,-0.58611,-0.05516,0.27846,-0.26772,-0.42275,-1.21453,-0.06176,-0.80977,0.19037,-0.46039,-1.34413,-0.32746,0.41486,-0.58456,0.53106,-0.20041,1.06910,0
0.10912,-0.23205,-0.61518,-1.19579,0.80194,0.03972,-1.02273,-1.36894,0.99526,-0.56124,-0.03549,0.50751,-0.02471,0.38031,1.66561,-0.08509,-1.42602,2.76086,-0.42809,0.91789,1.54345,-0.00602,2.34319,-0.63116,0.51759,-1.17218,1.91108,-1.47317,0
-0.77923,0.14893,-0.71621,0.00010,-0.57168,0.33007,0.72037,-0.35643,0.99389,-0.76800,0.61450,-0.90194,0.05805,0.40633,0.12974,0.13701,0.25685,0.31708,0.42440,-0.12908,0.07828,-0.22741,0.43275,-0.62964,-0.39543,1.53856,0.49982,0.87316,0
0.67365,0.24983,-1.13153,-0.33957,-0.38422,-0.28700,-0.67811,-0.27107,0.29735,-1.20394,-2.11284,0.59148,0.08099,-1.80205,2.25014,0.84400,0.46132,0.62805,2.25641,0.16710,-0.33404,0.83407,0.33467,0.26027,-0.57524,2.26239,-2.34388,0.50557,0
-0.31267,0.04413,-0.31993,-0.62231,0.03271,0.00342,-0.45901,0.19726,-0.10040,-0.70639,-1.22297,0.27588,-0.32519,0.57792,0.03868,-1.18775,0.44116,-0.77963,0.33153,-0.84664,0.32812,-0.02404,-0.46458,0.66876,0.18032,0.01476,0.54629,0.35753,0
-0.11448,-0.91503,-0.52561,-0.19879,0.61616,0.69077,-0.77914,1.35212,1.32566,-0.98953,0.54510,0.58176,-0.51794,-1.12071,-1.77441,-0.22254,0.32315,-0.39167,0.01826,-0.61689,0.15150,-0.01273,-0.22911,-0.94216,0.10571,1.27950,0.60195,-0.31975,0
0.96311,-0.78805,-0.18434,-0.90250,1.03363,-0.17133,1.39014,-1.59745,0.36353,1.55284,2.07566,-1.28796,-0.65056,0.79953,-0.83587,-0.78285,-0.75390,0.65236,1.49260,-1.62404,-0.46873,0.84973,-0.35185,0.22297,0.01510,3.08867,1.16711,0.39597,0
-0.26166,-0.14515,-0.10258,-0.14906,-0.19689,-0.20903,1.04838,-0.20493,0.00620,-0.22023,-0.20964,0.70180,-0.45368,-0.25206,-0.75290,0.24713,0.29941,-0.66684,0.38279,-0.77409,-1.06154,2.07950,-0.50113,0.65012,-0.16006,0.59078,-0.36654,-0.66743,0
-1.12415,-0.63893,0.11307,1.50514,1.85764,-0.49292,0.33735,0.07571,0.30483,0.70558,-0.12864,0.44954,-0.35614,-0.90017,1.65749,0.56730,-0.16911,0.83131,0.01374,0.50310,-0.57627,0.15898,-0.42513,0.65774,-1.02423,0.69651,-0.13007,0.58777,0
-0.71212,0.82617,0.51670,-0.02116,-1.53833,0.31246,-0.72452,-0.59019,-1.26210,0.52412,-0.89541,-1.19495,0.57924,-1.11772,1.39521,1.24239,-0.12630,0.69968,-1.28809,-0.32596,1.16131,2.66128,-0.21229,0.98154,-0.00225,-1.17185,0.92547,-0.37112,0
0.23329,-0.92491,1.12694,0.41800,-0.82193,0.80896,-0.37937,0.37198,-0.47932,0.75418,1.46107,0.48955,1.01488,-0.74927,-0.77830,0.52151,0.70101,-0.09337,-0.99757,0.06052,0.00356,0.43677,0.56274,0.19137,1.39935,-1.02472,0.43806,-0.91299,0
0.90185,-0.41922,0.56185,1.49696,0.95282,-0.17597,-0.06546,-1.02648,-1.87461,0.55495,-1.46953,-1.30300,0.19654,0.35527,1.66025,-0.26795,1.99499,0.71868,1.68624,0.41524,0.57272,-2.09456,-2.58820,-1.52063,0.14625,2.46571,1.38606,1.24075,0
-0.19315,-0.59213,-1.17803,-0.84714,0.13907,-0.34436,-0.68621,0.63889,0.37767,0.27461,-0.19403,-0.17394,0.84733,-1.12314,1.03754,-0.17881,-0.12246,-0.97613,1.01756,0.43935,-1.37771,-0.64491,0.70458,-0.46193,-0.39796,1.98667,0.64154,-0.19064,0
0.57622,-0.75473,0.32242,0.52662,1.32154,-0.28293,-0.04829,-0.40347,0.47810,0.66045,-1.21268,0.76456,-0.26154,-0.35253,1.59729,-1.40352,-0.59498,-0.33004,-0.38517,-0.98884,-0.91255,-0.96895,-1.25757,0.52056,-1.17918,-1.38061,1.15655,0.51844,0
-1.76493,1.46354,-0.24354,0.04845,1.24953,0.77068,-1.50836,0.42994,-0.11062,0.61603,-0.53802,0.49384,0.31848,0.32193,-0.05398,-0.13624,0.07118,0.18094,0.46862,0.29089,-0.54795,0.12569,0.06876,0.89239,-0.79642,-0.55832,-0.67114,0.47423,1
-0.59657,0.38666,0.37527,0.90846,2.75462,-0.37321,-0.37880,0.17835,-0.96287,-0.08342,0.76674,1.19529,-1.81128,-0.16683,0.21164,-0.33377,-0.00465,0.36248,0.36470,-0.91391,-0.68194,1.29894,-1.69887,-0.33118,-0.50915,-1.43854,-0.03244,-1.53129,1
-0.02023,-0.15744,0.72899,0.35194,-0.83989,0.11913,0.59866,0.01845,0.03786,0.45123,0.16433,-0.05427,-0.24215,0.56999,-0.46573,-0.20048,0.21282,-0.58004,-1.10144,-0.09347,-0.38371,-0.12297,-0.43772,-0.60800,-0.19358,-0.81902,0.23797,-0.19636,0
-0.24955,-0.38447,-0.73381,-0.38505,-0.10371,0.23499,0.27692,0.52308,-0.30511,-1.01748,1.47160,-0.82747,0.20711,-0.07190,-0.46555,-0.24224,0.85469,-0.02895,1.06660,0.66593,0.69656,-1.28892,-1.10218,-0.92341,-1.39148,1.10891,1.59577,0.05621,0
0.05646,-0.60858,-1.21194,-0.20139,0.40659,0.27740,-0.78609,1.27780,-0.00154,-0.60901,0.47107,-1.06454,0.10147,-0.13642,1.27470,0.11946,0.05477,-0.06432,-1.04690,-0.33314,0.66837,-0.74446,-0.71233,-0.38233,-0.12855,-0.04832,-0.60111,-0.84094,0
-0.48360,-0.36556,-0.67316,0.69442,0.84173,-0.15482,0.14723,0.30486,-0.36150,-0.64119,0.80637,0.02087,-0.52258,-0.10398,0.64653,0.03742,-0.32217,0.18671,-0.01998,0.19119,-0.00053,0.58977,-0.60690,-0.04627,-0.26934,0.24905,1.39689,0.15100,0
0.30211,-1.60514,1.56825,0.52696,-1.15671,1.69972,-0.42665,0.57601,0.95047,1.00335,1.06245,1.11084,0.84184,-0.33974,-0.69115,-2.35329,1.51442,-0.09087,-1.45770,0.48157,0.78135,0.68184,1.23768,0.65680,0.43440,-1.67795,-1.23460,-0.29293,0
-0.16136,-0.06457,-0.14558,-0.02277,-0.53487,-0.06899,0.23205,0.45285,0.63654,0.06974,-0.95412,-0.11034,-0.63717,0.22558,-0.58004,-0.52080,0.80064,-1.13336,-0.63441,-0.69991,-0.37101,-0.78953,0.72163,-0.54991,-0.50229,-0.21140,0.25746,-0.39222,0
0.17894,-0.34944,0.40440,-0.11599,-0.45024,0.29992,0.44412,-0.74368,0.17825,-0.43701,0.77051,1.18112,-0.46199,1.03625,-0.79893,0.89649,-0.73026,1.93300,-1.11617,-0.44821,-1.56185,0.92193,-1.45414,1.13551,-0.31724,1.04665,-1.14114,-0.34926,0
0.21927,0.52650,0.95694,0.07765,-0.54097,-0.59660,0.83440,-0.78887,0.79359,-0.09060,-1.42634,-0.50933,0.26247,-0.12752,0.19499,1.11917,-1.51334,-1.03239,1.93770,-0.41849,0.91583,-0.04210,-0.26291,-0.07135,-0.29319,0.87249,-1.34251,-0.90433,1
