FAC3_1,FAC4_1,FAC5_1,FAC6_1,FAC7_1,FAC8_1,FAC9_1,FAC10_1,FAC11_1,FAC12_1,FAC13_1,FAC14_1,FAC15_1,FAC16_1,FAC17_1,FAC18_1,FAC19_1,FAC20_1,FAC21_1,FAC22_1,FAC23_1,FAC24_1,FAC25_1,FAC26_1,FAC27_1,FAC28_1,FAC29_1,FAC30_1,y
0.34585,0.43375,0.43072,0.57288,-0.61564,-0.69324,0.38015,0.06703,-1.32128,0.18860,-0.62178,1.02157,-0.08691,-1.13623,0.90997,1.03142,-0.56187,-0.39046,-0.28023,0.89218,-0.18889,-0.46928,-0.38714,-0.07870,1.36385,-0.34529,-0.25464,-0.85305,0
0.36021,0.14458,0.99763,1.02959,0.85015,-0.13563,1.45989,-0.90509,0.67218,1.00692,0.71293,-0.43212,-0.76778,0.60779,-0.29669,0.09125,0.28257,-0.01098,-0.50707,-0.18842,-1.63047,-0.68908,-0.25530,-0.31826,-0.18571,-0.50481,-0.06662,-0.28186,0
1.52001,-0.24675,0.66882,0.72648,0.82357,0.40847,0.69390,-1.26763,1.65562,0.89431,1.39883,-1.25240,0.09065,0.23344,1.00128,0.23230,0.95140,1.14922,1.57017,-0.79186,0.25253,-0.80497,-1.03622,0.46675,-0.71396,-0.46404,-0.30833,0.81338,0
0.27514,-0.23433,0.77171,0.33928,0.11642,0.24697,0.44813,-0.53221,0.61924,0.03183,0.64076,-0.15293,0.15502,0.05160,-0.55173,0.93612,0.24931,0.10506,-0.96472,0.41629,-0.35621,-0.49667,0.47067,-0.42019,1.00279,-0.33726,0.12005,-1.62861,0
0.11371,0.08603,-0.62425,0.89416,0.06524,-0.71266,-0.03551,0.16266,-0.34264,-0.84124,-0.13583,0.54682,0.07653,-0.67588,0.08763,0.55876,-0.12606,-0.56014,0.63477,0.06634,-0.81305,0.34743,0.11996,-0.27342,-1.12832,0.08592,0.47584,-0.55615,0
-0.41702,1.21834,0.10103,-0.27945,-0.57571,-0.59624,0.26002,-0.06508,-0.73789,-0.02982,-0.51528,0.44362,0.49429,-0.30443,0.07109,-0.04574,-0.84839,-0.85839,-0.29616,0.28434,0.80337,-0.40815,-1.63140,0.85270,0.56845,-1.37455,-0.29227,-1.22511,0
-0.04859,-1.20919,0.96705,0.57829,2.18199,0.19987,0.21117,1.40041,1.73559,-0.71728,0.68231,0.30750,1.06249,-1.31063,0.11641,0.43216,-1.01874,-1.11237,1.89601,0.67263,1.14374,0.84145,2.04558,0.93810,1.14660,-0.71717,-0.46949,-1.37156,0
-0.30512,-0.18756,-0.35436,-0.06551,0.24519,0.88320,-0.04762,1.02655,-0.43672,-1.29631,1.66969,-0.77300,0.69919,0.01760,-0.36613,-1.04875,0.40734,0.29556,-0.23795,-0.27425,0.33074,-0.87419,-0.34665,-0.27614,-0.63211,-0.01955,0.91651,0.51996,0
0.48035,0.07336,0.16637,0.62353,-0.03159,0.24690,-0.61997,0.05055,-0.17107,-0.45123,-0.35293,0.67648,0.66491,0.28890,-0.27757,-0.51912,-0.10128,-0.16270,-0.26730,-0.58793,0.00060,-1.56821,0.25087,0.71573,1.06076,-0.20193,-0.86308,-0.38647,0
1.04261,2.49443,-0.37271,-0.03323,-0.41102,0.06722,-0.67312,-0.31362,-0.69692,0.22966,0.52870,0.29802,-1.36625,-0.82544,0.76750,-0.57546,-0.61427,-0.17103,-0.51099,-0.50603,1.44065,0.49155,-0.18469,0.71243,1.23648,-0.03721,-1.14038,-0.56817,1
0.75544,-0.83110,1.29341,0.31468,0.11875,0.30947,-0.29042,0.40824,-0.42590,0.18841,0.92500,1.43124,0.61893,-2.03305,-0.32028,0.06647,0.07896,-0.26076,-0.49876,0.99350,0.25926,-0.84206,0.18179,-0.36187,0.95193,-0.58757,0.73974,-1.02372,0
-0.74832,0.40417,-0.33591,-0.09238,0.82337,0.56840,-0.65466,0.20304,0.78477,-0.81648,0.38223,0.25236,0.77251,-0.05039,-0.41039,0.79161,-0.18327,-0.57600,-0.10189,0.39555,0.93341,0.82758,-0.27985,-0.31365,0.00176,-1.10105,1.02655,0.58819,0
1.53869,1.04608,-1.19702,0.32049,0.98484,0.28652,-1.32278,0.45138,0.63792,1.42534,0.90314,-0.56446,-1.42654,0.78987,-0.82891,-0.20287,-0.49139,-0.73443,-0.81753,-0.39522,0.35385,-0.57223,-0.77710,0.53321,0.53970,-0.46657,-0.04957,-0.04189,0
-0.23235,0.69287,-0.35959,0.53354,0.22993,-0.70647,0.06207,0.54496,-1.03608,-0.48633,-1.79389,1.20844,-1.14814,-0.08601,-0.18708,-0.12011,-0.08952,-0.53913,0.02167,-1.15790,0.60589,0.25548,-0.39470,-0.38186,1.40921,1.16867,-0.12342,-1.14585,0
-0.29317,0.13783,-0.50662,-0.29306,0.20638,-0.09963,-0.63695,0.95639,0.13781,0.31791,-1.11109,-0.26253,0.48958,-0.50026,0.24690,-0.12207,-0.37078,-0.63678,-0.54308,0.14945,0.81227,0.14453,1.01738,0.03329,0.07282,0.80134,1.78140,1.34983,0
0.23772,0.08878,-0.72327,-0.37432,0.05545,0.46840,-0.63853,0.12720,0.24838,-1.62156,1.13924,-0.17625,0.85694,-0.32912,0.22841,-0.29340,-0.72485,0.44489,0.26121,0.21307,-0.76418,0.17503,0.31798,-0.50300,-0.09200,0.30931,1.21004,0.42297,1
0.04129,-0.53260,-0.53263,0.27131,0.98595,-0.12376,0.62700,1.00045,0.44331,-0.40167,1.22670,0.04787,-0.24775,-0.42659,-0.15239,-0.20354,-0.06107,-0.09248,0.90338,-0.24115,-0.57685,0.07610,-0.79420,-0.05242,-0.57834,-0.09754,0.39873,0.18110,0
0.40575,0.65787,0.44552,-0.43415,-0.24085,0.33011,-0.22110,-0.72073,0.66413,-0.50295,0.31660,-0.72441,0.30203,0.17308,0.92884,0.32750,-0.38115,-0.10567,-0.75456,0.38136,-1.03719,0.20587,0.26928,-0.67848,0.34711,-0.94918,0.76244,-0.70271,0
0.45616,0.35951,0.46317,-0.14364,0.37245,-0.49826,0.05511,-1.16668,-0.85080,-0.04151,-0.50839,0.08445,-0.34036,-0.27195,0.39039,-0.12044,-0.80143,0.42027,-0.08187,0.40667,1.15654,-0.26387,0.67325,-0.75478,-0.65534,0.55831,0.01966,0.18444,0
-0.30560,0.02165,-0.24300,0.43213,0.69535,-0.26510,0.46877,0.96250,-0.27665,0.46871,-0.00243,-0.45490,0.01296,0.06655,-0.14734,0.23637,0.29444,0.39709,-0.40108,0.19057,0.04424,0.16808,-0.19316,-0.07579,-0.00873,0.67949,0.83165,-0.99955,0
-0.55399,0.58916,-0.67498,-0.43406,0.22221,-0.75324,0.28989,0.80850,-0.93414,0.41404,-0.22426,-0.60792,-0.21046,0.51857,-0.22452,-0.33674,0.00508,-0.61560,-0.41314,-0.12396,0.97881,-0.38375,-0.73829,1.19193,-0.90151,1.08247,-0.99278,-0.58661,0
-0.27499,0.39561,0.16688,0.07224,-0.28104,-0.50610,0.73144,0.54248,-0.04950,0.75962,-1.60816,-0.37613,-0.41938,-0.28164,0.66541,0.09786,0.63832,-1.04047,-0.02445,-0.23761,0.28536,0.87247,0.09300,0.24520,-0.33848,-0.95892,0.29994,0.54845,0
-0.69223,1.31538,-0.62132,0.07860,-0.33849,-0.44725,0.44490,0.73804,0.08790,0.39861,-1.22380,0.88377,-0.07613,-0.42053,0.19046,0.18035,-0.08033,-0.50077,0.19384,0.24493,1.26046,0.28666,-0.84141,0.91237,0.24574,-0.97463,-1.28722,-1.43450,1
-0.03554,-0.02479,-0.32299,0.01604,0.69413,-0.28481,1.13824,0.47130,0.33083,1.40064,0.59623,-1.14530,-0.28473,0.89220,-0.01066,-0.66327,-0.53633,0.37219,-0.02201,-1.25430,-1.65523,0.86643,1.14134,-0.49961,-0.48222,2.21702,-1.22982,0.24486,0
0.55636,-0.65003,0.76223,0.69655,0.24730,0.10284,1.02373,-0.21648,0.01173,0.48713,1.20688,-0.24066,0.34750,0.12297,-0.07341,0.24335,0.16813,0.24444,-0.05284,-0.21344,-1.21621,0.30527,-0.94541,0.08614,0.28653,-0.65466,1.09737,-0.62535,0
1.87522,-0.02103,0.87291,0.97071,0.92595,-0.05817,0.43000,-0.94086,0.13326,1.52530,1.22127,-0.49796,-1.27447,-0.33077,0.53237,-0.57308,-1.02029,-0.61435,-0.64232,-1.11078,-1.62523,0.58756,1.09947,-1.10792,-0.59754,0.17241,-0.78297,1.32405,0
-0.64722,0.25269,-0.49845,0.23348,0.50969,-0.44396,0.72034,0.19709,0.75976,0.63220,-0.61629,0.09696,0.30642,-0.95678,0.50603,0.38267,0.20229,-0.45356,1.28358,1.09526,0.77697,-1.03829,-0.31388,0.67771,0.68125,0.22362,0.77989,0.02765,0
-0.30045,0.44385,-0.38502,0.30749,-0.57849,0.40124,0.45222,-0.28553,0.43265,-1.20685,0.77113,-0.51201,0.61524,0.37475,0.12182,0.62216,0.50050,0.87647,0.17686,-0.17534,-1.28592,1.40098,0.01415,-0.42869,0.17642,0.65049,0.01304,-0.77487,1
0.01102,0.50074,-0.15165,-0.08630,-0.22488,0.00180,0.40221,0.03271,0.48329,-0.67240,-0.37898,-0.51025,-0.55059,1.26276,0.69453,0.39198,0.61305,0.60304,-0.06964,-0.32704,-0.48672,0.28931,-0.75188,0.24876,-0.75153,-1.26699,-0.75115,-0.05938,0
-0.00876,0.11027,0.34134,0.81680,0.03236,-0.05627,-0.42491,-0.39389,0.29581,0.02825,-1.42018,0.64477,0.42347,-1.04773,0.86133,0.02462,-0.56809,-0.30349,-1.00045,0.63021,0.38397,-0.22075,0.21712,0.15344,-0.73825,0.85052,0.32392,-0.21201,0
3.58372,2.88685,-0.98565,4.25545,3.08587,-0.18725,-3.19823,-1.03039,-0.96905,-1.15590,-0.06257,0.60100,-0.15625,-1.38886,0.99309,0.28829,1.04909,0.09334,0.16591,-1.60547,-0.75349,0.03343,-0.27274,-1.50298,-0.57210,1.73684,-0.00790,-0.26737,1
0.12909,0.03510,0.80498,0.47419,-1.01237,0.36758,-0.47249,0.13368,0.35072,0.45098,-1.80151,0.42878,1.10480,-0.18060,1.19836,-0.68510,0.65531,-0.46013,-0.64556,-0.87958,-0.53748,0.38257,0.60468,1.27859,1.35711,-0.64050,0.63850,-0.43540,0
1.08141,-0.04685,-1.34129,1.00582,1.61611,0.43748,-1.26325,0.81025,0.14466,-0.02270,1.87536,-0.48957,-1.56854,-0.28336,-0.74594,1.09381,0.76010,-0.16669,-0.47635,0.10392,0.86197,0.49768,-0.61786,0.67173,0.84531,-0.08286,-0.21692,0.08841,0
0.02314,-0.48840,-0.24919,0.40820,1.21306,-0.44030,0.82694,-0.08715,0.04887,-0.41435,0.53075,-0.16940,-0.31416,-0.50836,1.08223,-0.84716,-0.07942,-0.51364,0.93106,-0.43719,-0.50497,0.57661,0.08583,0.74755,0.73357,-0.06989,0.20648,0.47034,0
1.69201,1.34801,0.24989,1.22322,0.03767,-0.13790,-0.51488,-0.77677,-1.20691,0.09598,-0.16078,1.48936,-1.29239,-1.03085,-0.83650,-0.44499,0.62291,-1.65957,0.43232,0.08844,0.94496,1.06806,1.12999,0.52689,0.65095,0.00830,-0.69016,1.01846,1
0.39420,-0.39580,0.37718,0.01215,0.72984,-0.20960,1.10069,-0.42074,0.15559,0.76072,1.20269,-0.87333,0.19331,-0.00940,0.47936,0.07387,-0.61083,0.03941,-0.16681,-0.05023,-1.05845,0.37341,-0.10188,-0.42357,-0.32112,-0.55855,1.58574,0.02949,0
0.25844,-0.28616,0.94367,-0.15596,-0.51436,-0.23039,1.09584,1.70761,-0.32784,0.04778,-0.22717,-0.95651,-0.31375,0.76829,0.38048,-0.01606,0.09305,-0.71492,0.49974,-0.21874,0.57918,1.47841,1.18102,0.43996,-0.06120,0.24109,-0.69589,0.52104,0
0.01338,0.10411,0.58073,0.36023,0.73165,0.09628,-0.11074,0.49981,-0.09996,-0.48926,-0.54537,1.57247,-1.67222,-0.53392,-1.52271,0.46153,0.76745,-0.13211,0.25355,0.52271,-0.10997,0.29577,0.31887,-0.63808,-0.26283,-0.18005,0.30808,1.35299,0
0.45744,0.07488,0.43829,0.47722,1.58194,-0.69144,0.49019,-0.05424,-0.80797,0.45006,0.13226,0.35159,-0.96276,0.11605,0.24342,-1.01635,-1.45692,-0.09770,-0.46388,-0.12521,-0.27997,-0.41151,-1.06946,-1.57252,-0.84336,-1.03685,1.62706,-1.07079,0
-0.17893,0.70459,0.39189,0.01630,0.33634,0.17383,0.16769,-0.73285,-0.16065,-1.09220,0.67964,0.05445,0.36767,0.44913,0.00613,-0.83513,-0.58202,0.00439,-0.05323,0.32648,-0.54092,-0.63449,-0.20774,-0.34664,0.14611,-0.12575,0.50999,-0.42994,0
0.52505,1.12175,0.20733,-0.35104,-0.01312,0.17244,-1.15994,-0.36377,0.15308,0.09634,0.33613,-0.13144,-0.05458,-0.95272,0.30354,-0.75621,-0.56282,0.10619,-0.60472,-0.04393,1.13609,-0.10621,-0.92758,-0.49214,-1.49141,-0.19009,0.08553,-0.71978,1
-0.18759,0.61999,0.09923,0.36727,0.06037,-0.72938,0.90665,-0.21183,-1.04111,0.49605,-0.85635,0.38034,-0.50264,-0.97525,-1.13003,0.40988,0.24067,0.11191,-0.20141,0.37172,1.86379,-0.16168,0.12630,-0.23290,-1.33887,0.78287,-0.32004,-0.18506,0
0.33424,-0.58920,0.86354,1.04902,0.87308,0.14191,0.90983,-0.55924,0.82670,0.62589,0.19173,-0.29379,0.17686,-0.45091,0.42546,-0.25445,-0.46180,-0.52338,-0.32511,-0.66688,-0.96832,0.15399,0.50287,-0.46358,0.96866,0.05275,0.07093,-0.79278,0
-0.35796,0.46439,-0.70435,0.11339,0.04583,-0.43464,0.16000,0.89295,-0.87716,0.45413,-0.29135,0.26036,0.27883,0.31942,-1.28641,0.28974,-0.03613,0.11789,0.16183,-0.00980,0.36546,-0.43593,-0.00773,-0.84456,-0.70932,0.59865,0.20837,-0.29736,0
0.82773,-0.24282,0.60489,0.22797,0.30804,-0.22969,0.65075,-0.84366,-0.79858,1.05722,0.92455,-1.35302,-0.00623,0.61361,0.38586,0.32801,0.04459,1.18727,0.01456,-0.58546,0.12414,0.51820,-0.70770,0.46361,-1.12596,-0.45889,-0.94169,1.03753,0
0.87417,0.56541,0.23177,0.01639,0.67554,-0.82517,0.33094,-1.16348,-1.36635,0.65096,-0.76758,1.08600,-1.32495,0.08423,-0.42289,0.61551,-1.05177,0.88265,0.08688,-0.19448,0.94842,0.13001,-0.14162,-0.33094,0.12947,0.97324,-0.42318,0.49482,1
-0.06789,-0.01221,0.33945,0.34049,0.65153,-0.48361,1.54354,-0.10905,-1.29428,0.22685,1.28380,-0.46706,-0.58414,1.38046,-0.77806,-0.29981,-0.64462,0.78765,-0.48404,0.25729,0.21098,-1.30864,-0.52393,0.23246,-0.08863,0.06216,-0.86573,1.37484,0
0.69340,-0.85086,0.87757,0.69012,0.03308,0.76402,-0.38084,-0.76005,1.12125,0.16622,0.78673,1.22364,0.75067,-0.31754,-0.19210,0.21220,0.98475,0.41908,-0.52548,-0.58956,-0.67504,-0.36356,1.15875,-0.13707,2.16761,-0.51328,1.40666,-2.91589,0
0.24132,-0.87838,-0.16210,-0.28781,-0.68932,0.41848,-1.00647,2.26796,-2.09187,0.21781,1.00916,-0.18377,1.63721,-1.46513,0.24847,-0.39529,1.09363,0.21197,-0.59665,0.55482,0.70570,0.23124,0.20061,0.70769,-0.57765,-0.62576,0.40034,-0.38627,0
0.30577,-0.99851,-0.06163,-0.11626,-0.29748,0.72465,0.77595,0.69257,1.24307,-0.09020,1.43869,-0.17811,0.18893,-0.46350,-0.33268,0.36748,1.07127,0.87878,1.11465,0.55049,-0.93632,-0.25693,-0.19027,-0.41878,-0.13686,0.47437,0.28237,0.91748,0
-0.24136,0.05856,0.09752,0.66844,-0.29715,0.16504,0.59943,0.56007,0.74694,-0.09863,-0.42595,-0.33422,0.32408,-0.02444,-0.92428,0.56269,1.20979,0.32216,-0.71894,0.02298,-0.47218,0.50000,0.71664,-0.78919,-2.20473,0.38731,0.20241,-0.25397,0
0.97889,-0.28447,0.20166,-0.54683,0.28230,0.28008,-1.57259,-0.55962,0.86233,-0.12506,-1.20959,-0.00193,0.67214,-1.14767,0.43387,0.36095,-2.26672,0.24010,-0.69005,-0.55229,0.69437,0.34153,0.88188,0.05970,1.20268,1.96915,1.14429,1.83503,0
0.34972,-1.05347,0.59500,-0.23089,-0.50411,1.03396,-0.37679,1.95084,2.31170,-1.60501,0.93606,0.34801,1.12579,-0.93177,-0.79317,1.92987,0.10910,-0.34186,2.89228,0.21300,0.04739,1.39009,0.83893,-0.21748,0.27191,0.70475,0.99283,-0.47639,0
-0.27672,0.60119,-0.51733,-0.00731,0.28245,-0.00258,-0.09680,0.23943,-0.18354,-0.73952,-0.28258,-0.16285,0.04049,0.51073,0.17925,-0.48767,0.36968,0.39833,-0.19206,-0.16573,0.44341,-0.60264,-0.12449,-0.00798,-0.94969,0.23646,-0.70656,-0.18978,1
0.04688,0.23794,-0.51469,-0.55423,0.74226,0.30556,-0.99763,0.27901,0.77785,-0.76631,-0.15230,0.24704,0.00617,-0.23566,-0.27562,-0.34926,-0.14417,-0.43751,0.18999,-0.56622,-0.43074,0.95542,0.04023,0.25287,0.23600,0.82863,-0.86696,-0.89611,0
-0.00963,0.45231,0.05979,0.19949,0.58016,0.35476,-0.20216,-0.84724,-0.04978,-0.82116,-0.38648,-0.16485,0.05404,0.65646,-0.18071,-0.65956,-0.79640,0.22566,-0.70696,-0.06774,-0.92735,-0.95438,-0.01610,-0.33765,0.89812,0.14212,0.33047,0.90258,0
0.80569,-0.61438,-0.24747,0.21092,0.48720,0.58037,0.41723,0.36409,2.06925,0.66074,0.92493,-0.90545,-1.15451,0.94544,-0.66206,-0.85799,0.63577,-0.35580,-0.55459,-1.26561,-0.56933,0.71414,0.81882,-0.13153,-0.20373,0.09304,-2.05059,0.19634,0
0.85060,0.03446,-0.98832,1.12734,0.99359,-0.38020,-0.64370,-1.71731,-0.26379,0.56608,0.23547,-0.68365,0.74622,0.27560,0.14262,0.12852,-0.29597,-0.07516,0.74359,-1.04289,0.65008,-0.13780,-0.11353,-0.81418,-0.06054,0.06141,0.24671,-1.45381,1
-0.57664,0.41765,-0.24978,-0.02572,0.48642,-0.25696,-0.34218,0.33160,0.04211,-0.62931,-0.51760,0.36122,0.26686,-0.45932,0.25976,0.09744,-0.08893,-0.40071,0.34279,0.67196,0.13741,0.01084,-0.53556,0.09446,-0.52575,-1.09145,0.80343,0.06321,1
-0.31033,0.32644,-0.53457,-0.38502,0.57426,-0.01267,-0.87608,0.36888,0.73137,-0.51430,-0.37380,-0.29612,0.51623,-0.23100,0.35489,0.12141,0.20805,-0.85435,0.13793,0.44270,-0.19619,0.18451,-0.02693,0.87105,0.31474,-0.20931,0.20512,-0.41992,0
2.71793,2.15575,-1.77633,0.42937,1.11255,0.18021,-2.06140,0.42149,-0.64001,2.38285,1.08399,0.06561,-1.91364,-0.18485,-0.27013,0.11491,-0.20364,-0.38006,-0.59193,-0.23166,-0.28052,-0.13348,-0.12667,1.21252,0.03258,-0.56712,0.04877,0.01693,1
-0.10222,-0.02569,0.13076,-0.12981,0.69822,0.81804,-0.77788,0.38152,0.99408,-0.93297,1.49183,0.75823,0.54067,-1.48469,-0.05380,0.12478,0.36819,-0.22433,0.17121,1.03601,0.06949,0.14993,0.30920,1.09276,0.18058,-1.68789,-0.60669,-0.03756,0
0.08937,0.61851,-0.19881,0.09300,-0.03137,0.07103,-0.58117,-0.46490,-0.10846,-0.74821,-0.64883,-0.40679,0.62912,0.19267,0.47608,-0.40887,-0.45600,-0.26017,-0.54880,-0.19917,-0.42759,-0.71257,-0.24173,0.00060,0.60301,-0.33667,1.29109,-0.13492,0
-0.15115,0.76667,0.28139,0.12351,-0.24763,0.46843,0.25267,-0.61515,-0.17257,-0.62398,1.01754,-0.65413,0.66442,1.29896,-0.06591,-0.52656,-0.09573,0.77569,-0.70385,-0.14312,-1.71321,-0.41938,0.44643,-0.20254,-0.27002,-0.01277,-0.40369,-0.84937,0
1.35399,-1.30356,2.32506,1.43522,-0.93043,0.77897,-1.08366,1.45086,0.57811,-0.91024,-0.86876,0.59283,1.97157,1.18642,0.21237,1.88178,-0.15199,0.14889,0.62757,-0.99200,0.21870,-0.43054,1.58368,-0.24776,0.68987,0.19147,0.25202,0.40277,0
1.07059,-2.00158,2.07157,-0.16187,-0.26650,0.84161,-0.03058,1.99291,0.55834,0.42904,1.41096,0.46588,1.54450,0.10846,-1.02651,1.15530,-0.78545,-0.53206,0.86382,0.74651,0.84516,0.91742,-0.10300,1.56961,1.63503,-1.48449,-0.64900,-1.37443,0
-0.01613,-0.11621,0.64629,0.27559,0.59837,0.23418,0.11996,-0.36078,-0.03808,-0.30144,0.90200,0.22284,0.40466,-0.30787,-0.57504,-0.77095,-0.47924,-0.04601,-0.61016,-0.02231,0.22316,-1.52120,0.17243,-0.68582,-0.20354,0.14138,1.14006,-0.01400,0
1.18939,-0.43604,0.44541,0.67659,0.51518,0.11856,-0.65369,-0.03597,0.31308,-0.44474,-0.25376,2.02759,-1.28594,0.19844,-0.69788,-0.41604,-0.47094,-1.14213,0.29831,-0.12877,-1.09640,-1.56328,-0.45313,0.05160,1.44536,-1.11132,-0.17681,0.80639,0
-0.00330,-0.18951,-0.40021,0.89379,0.55260,0.26396,-0.48083,0.21930,0.70569,-0.76909,-0.35552,0.20188,0.22629,-0.62035,-0.22261,0.22521,0.79699,0.49678,-0.69170,-0.21166,-0.22242,-1.03932,-0.38150,0.27152,-1.10653,-0.21064,-0.12138,0.70878,0
-0.21281,-1.52853,-0.65136,-0.19024,-0.07425,-0.61509,-2.10823,-0.59427,1.38634,0.19987,-2.89520,1.31189,-0.82949,3.13248,-1.06809,-3.94481,-0.25383,-0.68284,-0.51078,10.76216,-2.45144,1.37721,-3.31733,-3.65284,2.73994,3.32130,1.42484,-2.50823,0
0.11003,0.19038,1.27206,-0.54323,-1.33663,-1.40054,-0.10607,-0.42979,0.59989,0.50915,-1.91711,0.65665,0.65065,-0.14957,1.03132,-0.16983,-1.37896,-1.61205,2.71962,0.60326,-0.49050,0.02628,0.54450,-0.19969,-0.97907,-0.42380,-0.88448,-1.02675,0
-0.26886,-0.09469,0.41029,0.47703,-0.97333,0.23298,0.90940,0.83945,-0.71515,0.42632,-0.55881,-0.63093,-0.45200,0.39904,-0.40541,-1.14530,1.37728,-0.10475,-1.36374,-0.40247,0.21229,0.41008,1.22776,-0.12567,-0.62053,1.05757,-0.24023,1.68943,0
0.17582,-0.15841,-0.07538,0.59915,0.20967,-0.44861,0.75171,0.54248,-0.28563,0.57296,0.74199,-0.83651,0.03921,-0.52743,1.10299,0.57919,0.94966,0.65793,-0.78260,-0.19240,-1.43946,1.86684,-0.10561,0.07231,-1.28037,-0.35148,-0.64675,-1.42517,0
-0.15368,-0.15794,-0.48857,-0.13485,-0.10463,-0.60422,2.39613,0.12968,0.68875,0.28758,0.96508,0.19135,-0.60246,0.01596,1.56363,-0.29831,0.68703,0.44972,1.63749,0.23024,-0.25835,-0.12872,-1.03462,0.50821,-0.29909,0.20096,-0.71322,-1.50028,0
-0.31862,0.38910,-0.05272,0.38447,0.14009,0.33656,0.30749,-0.60349,0.85448,-1.02081,0.59216,-0.79280,0.28860,0.75101,-0.27288,0.01416,0.03154,0.38049,0.08609,-0.59138,-1.39862,0.96965,1.06962,-0.66166,-0.95167,1.26789,-1.34118,-0.20021,0
1.14626,-0.23329,0.10185,0.26615,-0.21992,0.44003,0.22855,-0.95584,1.06119,0.49813,0.60246,-0.60598,-0.38432,0.99669,0.01252,0.88848,0.59177,0.22680,0.31055,-0.40274,-0.28748,-0.12469,-1.77976,0.36518,-0.02119,0.08278,1.90079,1.28899,0
0.06053,1.12080,-0.06752,0.00668,-0.38559,0.19842,0.41554,-0.60110,0.41959,-0.61861,0.01523,-0.35385,0.23838,-0.33715,0.32166,-0.04991,0.44653,0.02553,0.53194,-0.51261,-0.16315,1.07576,0.83826,0.34068,-0.55160,-0.53287,-2.20159,-0.75784,0
0.06819,-0.29354,0.13373,-0.25519,0.35921,0.59565,-0.20234,0.07919,1.41830,-0.28406,0.93046,-0.12620,0.35720,-0.69287,-0.92687,0.75830,0.44322,-0.50194,0.12747,0.31337,-0.69569,0.84140,0.39749,-0.27861,0.01727,-0.72642,0.03275,-1.17019,0
0.00116,-0.19038,0.65267,0.67064,0.20829,0.17724,1.00206,0.06916,1.63962,-0.10505,0.14230,0.68177,-1.28641,0.25541,-0.26675,1.44673,0.02073,1.43382,-1.35707,0.35435,-1.17913,0.54875,-0.79702,0.02743,-2.18807,-0.05381,-1.00398,1.55586,0
0.09157,-0.56189,-0.67082,0.31885,1.59663,-0.23704,0.07231,0.89107,0.41431,0.20075,0.24280,-0.09966,-0.47956,-0.36452,-0.67133,1.18731,0.45289,-0.44284,0.26714,0.12699,0.31649,0.02137,-1.22687,0.34851,0.68051,-0.78951,-0.12872,-1.40575,0
0.12060,-1.04027,-0.33647,0.81746,0.00914,0.49253,-0.17094,0.20886,0.62219,-0.03931,-0.32931,-1.28678,-0.34050,0.09088,-1.85801,1.77161,1.88890,0.89367,-1.89042,1.01022,1.25500,2.47367,-0.54379,-0.79333,0.46047,1.26869,0.96444,-0.05127,0
0.44151,-0.06846,0.32192,0.04749,-0.73517,0.39940,-0.37007,-0.24003,0.59261,-0.35386,0.18640,-0.81948,0.83740,-0.32416,0.58128,0.12910,-0.97924,-0.40225,-0.74061,-0.35213,-0.66569,0.86109,0.54807,-0.15455,0.27954,0.68027,0.87409,0.96789,0
-0.32843,0.13492,-0.21188,-0.17967,0.07610,0.18244,-0.38902,0.98978,-0.25283,-0.66056,0.44973,-0.02022,0.86408,-1.02402,0.23607,0.32571,0.23189,-0.03100,-0.29377,0.75293,0.50270,-0.19121,-0.72445,0.15311,-0.83398,-1.21817,0.85708,0.05850,0
0.02696,-0.07426,-0.14158,0.20597,0.39264,-0.00124,0.15466,0.52485,0.13812,-0.31138,-0.20898,0.25465,-0.41978,-0.02728,-0.24135,-0.37988,0.56055,0.21300,-0.59927,0.07922,0.43437,-0.50833,-0.29396,-0.30986,-2.01333,0.58217,-0.85936,-0.11190,0
0.60263,-2.08383,1.68267,0.80938,0.36392,0.98875,0.07334,2.62892,0.95908,-0.03845,1.46828,1.12981,-0.01199,0.62977,-0.06236,-2.50151,2.04517,-1.34748,2.16596,-1.26473,1.33436,0.78883,2.29656,0.56528,-0.20123,-1.36173,0.03028,-1.04330,0
0.29743,-0.13666,-0.22595,0.29824,0.75724,0.04710,-0.80515,0.40438,0.98475,-0.23939,-1.56327,0.70633,-0.32546,-1.17882,1.00996,-0.62850,-0.07843,-0.74728,-0.06765,-0.21829,0.10329,-0.65803,-0.24188,0.16700,-0.69169,-1.09972,0.79377,0.82493,0
-0.33225,-0.12451,0.00854,0.71870,1.01325,-0.66725,0.34338,0.69675,-0.96014,0.55972,-0.78112,0.10846,-0.90134,-0.57878,0.33868,0.24342,-0.16239,0.56928,-0.75015,-0.35766,0.49480,0.87169,-0.41065,-0.86983,-0.20055,-1.00691,-0.93541,-0.26217,1
-0.71830,1.44537,-0.36143,-0.04747,0.70436,-0.02596,-0.16265,0.24872,-0.06349,-0.31404,0.34142,0.20845,-0.51327,0.76119,-0.02145,-0.19643,-0.10514,0.59299,-0.34565,0.23701,0.22850,0.13220,-0.15821,-0.67452,-0.29479,1.38032,-0.05147,-2.30550,1
